	BreastCarcinoma(WTSI,UK)	Melanoma	Chronic lymphocytic leukaemia	Acute myeloid leukemia	Leukemia/T-ALL	T-cell ALL	BladderUrothelialCarcinoma(TCGA,US)	Myeloid leukemia	Hepatocellular carcinoma	GastricCancer(CCGC,CN)	Colorectal adenocarcinoma	LiverCancer(NCC,JP)	BreastInvasiveCarcinoma(TCGA,US)	Small cell lung cancer	Low_Grade_Glioma	Breast Cancer	RectumAdenocarcinoma(TCGA,US)	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Myeloma	Medulloblastoma	CervicalSquamousCellCarcinoma(TCGA,US)	Hypodiploid_ALL	MalignantMelanoma(WTSI,UK)	Prostate	ColonAdenocarcinoma(TCGA,US)	LiverCancer(RIKEN,JP)	ccRCC	Lung	UterineCorpusEndometrioidCarcinoma(TCGA,US)	ProstateCancer(OICR,CA)	Colorectal
hsa-miR-4425	0.0	0.05	0.0	0.0	0.0	-0.07	0.0	0.0	0.0	0.99	1.23	-13.53	0.0	0.0	0.02	-0.01	0.0	0.0	0.0	0.0	0.06	0.0	-9.92	0.0	0.0	0.01	-6.16	0.452307692308	-4.99	8.22	-7.9	0.0
hsa-miR-4426	-0.68	-0.23	0.24	0.0	0.0	0.0	2.83	0.0	-1.75	0.08	-0.2758	14.799	0.0	-1.48	0.0	0.0	0.0	0.0	2.33153846154	0.0	2.71	0.0	1.82	0.0	0.0	4.2	-21.9044444444	0.01	-5.18	2.07	-0.172	0.0
hsa-miR-4427	0.09	-3.63	0.0	0.0	0.0	0.0	-11.77	0.0	-0.84	1.04	-1.39	-24.3306666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	4.92	-14.95	0.0	0.0	-8.881784197e-16	-7.62	0.0
hsa-miR-4428	0.53	1.19	0.11	0.0	0.0	0.0	1.91	0.0	0.0	0.01	-5.733	-33.305	0.0	0.6	0.0	0.01	0.0	0.0	-3.61307692308	0.0	-0.07	0.0	-2.58	0.0	0.0	-4.19	8.06	0.0	0.0	-10.365	-16.0	0.0
hsa-miR-4429	0.0	0.0	-0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	-10.95	0.0	0.0	0.0	-1.18	-0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	-4.79	-4.61	0.0	1.13	-6.37	-9.58	0.0
hsa-miR-4430	-24.72	-5.56	0.0	0.0	0.04	0.0	-0.09	0.0	0.0	-0.83	5.08	-42.83	0.0	0.0	0.0	-0.18	0.0	0.0	-0.24	-1.38	-0.05	0.0	0.0	0.0	-4.18	-2.72	14.5342857143	1.39	0.0	5.92	88.2577142857	0.0
hsa-miR-4431	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	3.82	0.0	18.491	0.0	0.0	0.0	0.04	0.0	-8.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	-15.68	2.66	0.0
hsa-miR-4432	0.0	0.0	0.0	-1.88	0.01	0.0	0.0	0.0	0.0	5.09	-15.91	-1.83	0.0	0.0	0.0	0.12	0.0	0.0	3.94	0.0	0.01	0.0	0.0	0.0	0.0	1.1575	-6.44	0.0	2.21	-5.41	8.04	0.0
hsa-miR-4433-3p	-3.32	0.0	0.0	0.0	9.9	0.0	1.17	0.0	0.0	0.0	-2.41	18.085	0.0	0.0	0.0	0.02	0.0	0.0	7.25	0.0	0.84	0.0	0.12	0.0	-0.02	8.85	21.55	0.0	0.02	-8.23	53.55	0.0
hsa-miR-4433-5p	0.0	0.07	0.0	0.0	0.0	0.0	9.955	1.13	0.0	2.45	11.77	8.66	0.0	0.0	0.0	7.95	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	0.41	26.27	2.45	8.46	15.32	-15.59	0.0
hsa-miR-4434	0.0	0.0	0.0	0.0	0.0	0.0	-0.8	0.0	8.86	-5.56	-0.17	3.75571428571	-0.01	0.01	0.0	-0.08	0.0	0.0	0.0	0.0	0.0	0.0	-0.41	0.0	0.01	0.88	-3.96666666667	0.0	0.0	-31.92	3.99	0.0
hsa-miR-4435	0.0	9.35	0.0	0.0	0.0	0.0	0.01	0.0	0.0	-6.62	-6.43	-49.235	0.0	0.0	0.0	0.0	0.0	0.0	-6.71	0.0	0.09	0.0	0.0	0.0	6.27	0.0	-19.4	0.0	0.0	-3.88	73.925	0.0
hsa-miR-4436a	1.95	-2.94	0.0	0.0	0.0	0.0	0.04	0.0	0.0	-4.43	-2.9	28.0372222222	0.0	0.0	0.0	1.72	0.0	-1.0	0.25	0.41	0.0	0.0	25.36	0.0	0.0	0.57	-5.475	0.0	0.0	-1.1525	-18.21	0.0
hsa-miR-4436b-3p	0.0	-0.14	0.0	-1.65	0.0	0.0	0.0	-1.27	-0.02	-1.12	-0.22	-25.295	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	1.68	0.0	-0.98	0.0	0.01	0.0	-13.3691666667	0.05	0.0	-4.12	-5.79	0.0
hsa-miR-4436b-5p	0.0	1.56	0.0	0.0	-1.01142857143	0.0	-3.87	0.0	0.0	0.0	-1.55	-35.75	0.0	0.0	10.25	0.23	0.99	0.0	0.0	0.0	0.22	0.0	0.0	0.0	-0.02	5.355	3.52	0.0	-2.05	6.77	-10.46	0.0
hsa-miR-4437	-6.6	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	-0.01	-21.555	0.0	-0.45	0.0	-0.39	0.0	0.0	0.0	0.0	3.06	-1.82	0.0	0.0	-2.43	0.0	-1.4	0.0	0.16	-18.15	-5.295	0.0
hsa-miR-4438	0.0	0.0	0.0	0.0	0.0	0.0	5.269	0.0	2.79	19.81	-0.56	-3.66	0.0	0.0	0.0	0.4	0.0	0.0	4.08	0.58	1.022	0.0	0.37	0.0	0.08	0.13	-13.58	0.0	6.72	3.265	50.767	0.0
hsa-miR-4439	0.0	-3.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02	30.69	0.0	0.0	0.0	0.0	9.54	0.3	0.0	0.0	-0.01	0.0	0.02	0.0	0.0	1.14	0.62	0.0	0.0	10.9	1.82	0.0
hsa-miR-4440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.05	-0.848	-11.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.54	0.91	0.0	0.0	0.193846153846	-5.13	0.0
hsa-miR-4441	0.0	-3.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	6.9	-3.00666666667	-1.35	-2.04	0.0	0.0	0.0	-2.45	0.0	0.0	0.01	0.005	0.39	0.0	2.91	2.48	-7.3	0.0	1.22	-2.81	6.94	0.0
hsa-miR-4442	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	6.42	0.0	5.68	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.89	4.06	0.0	0.0	0.01	0.81	0.0
hsa-miR-4443	0.0	-3.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02	-16.06	0.0	0.0	0.0	6.26	3.91	0.0	0.0	0.0	-4.2	0.0	-1.31	0.0	0.0	-20.66	-16.505	0.0	-26.53	-3.86222222222	-2.64	0.0
hsa-miR-4444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	5.43	0.0	0.0	-1.63	8.53	0.0
hsa-miR-4445-3p	3.04	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	-10.873	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	2.51	-8.39	0.0	-0.003	-1.06	0.01	0.0
hsa-miR-4445-5p	0.07	0.0	0.0	0.0	0.0	0.0	-1.09	0.46	0.07	-0.1	12.3	-2.695	0.0	0.0	0.04	0.0	0.0	0.0	4.51	0.0	0.52	0.0	0.03	0.17	0.0	-0.02	6.06166666667	0.0	0.45	3.497	-8.0	0.02
hsa-miR-4446-3p	0.005	-0.04	0.0	0.0	0.0	-4.3	0.0	0.0	0.0	2.94	-0.98	-35.1166666667	0.0	-0.01	0.0	0.22	0.0	0.0	0.0	9.84	-0.75	-0.09	-1.445	0.0	5.91	0.0	-7.29	0.0	-1.17	-6.55	-0.36	0.0
hsa-miR-4446-5p	-6.06	22.08	0.0	-3.46	-3.09	0.0	-0.01	0.0	0.0	-3.81	-3.04	-0.385	0.0	0.0	0.0	0.0	-0.64	0.0	-0.01	0.0	0.03	0.0	-0.48	0.0	0.0	-7.24	-8.51916666667	0.0	2.93	16.84	-2.01	0.46
hsa-miR-4447	0.0	-5.86	0.0	-2.06	0.0	-0.16	0.0	0.0	-1.0	0.0	-0.13	-4.44083333333	0.0	0.0	0.0	-7.51	0.0	0.0	-6.07307692308	0.01	0.0	0.0	9.66	1.85	1.3	2.04	-20.26	1.96	11.42	-2.13	-6.29	0.0
hsa-miR-4448	0.0	2.24	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	3.26	-37.99	0.0	-0.09	0.0	-0.71	0.0	0.0	0.01	0.0	-0.27	0.0	0.0	0.0	0.0	7.495	7.56	0.0	6.59	-3.135	-0.06	0.0
hsa-miR-4449	0.0	0.3	0.0	0.0	0.0	0.0	-8.48	0.0	0.0	-9.43	-0.24	-3.61	-9.82	0.0	0.0	-2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	-6.03	-0.77	0.0	-1.32	-36.36	0.0
hsa-miR-4450	0.0	2.53	0.0	0.0	0.55125	-3.31	-4.04	0.0	0.0	0.87	-0.12	44.654	0.0	0.0	0.0	1.27	0.0	-1.08	0.0	0.0	0.07	0.0	0.0	-5.71666666667	1.14	-1.38	-12.08	0.0	2.44	-6.86	-1.64	0.0
hsa-miR-4451	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	7.15	12.28	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	-5.07	0.0	-0.02	0.0	-0.04	0.0	3.42	0.0	0.0	0.08	58.2433333333	0.0
hsa-miR-4452	0.0	-3.31	0.0	0.0	0.01	0.0	0.25	0.0	0.0	8.7	0.22	-16.46	11.2233333333	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.51	-3.29	0.74	-14.31	0.0	0.0	-3.01666666667	-1.6	-4.445
hsa-miR-4453	0.0	7.85	0.0	0.0	0.0	0.0	-0.07	0.0	0.0	2.92	0.0	-4.37666666667	0.0	0.0	0.0	-2.94	0.0	0.0	0.0	0.0	-5.63	0.0	0.0	0.0	0.0	-6.38	2.24	0.0	0.0	13.0	-2.32	0.0
hsa-miR-4454	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	-23.3389	0.0	0.0	0.0	0.0	10.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	-9.582	0.0	0.0	-3.04	-15.97	0.0
hsa-miR-4455	-24.84	-0.1	0.0	0.0	0.0	0.0	0.0	-0.52	0.0	0.0	0.01	17.9833333333	0.14	0.0	0.0	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2	4.14	5.4	0.0	0.296666666667	20.19	-1.42	0.0
hsa-miR-4456	0.0	0.0	0.0	0.0	0.0	-0.43	0.0	0.0	0.16	-2.29	1.17	4.83	0.0	0.0	0.0	-0.49	0.0	1.73	0.0	0.0	0.05	0.0	0.38	0.0	-3.97	0.8	-6.27	0.0	3.72	-1.07666666667	-2.9	0.0
hsa-miR-4457	0.29	0.0	3.09	0.89	0.0	0.0	-2.11	0.0	0.0	-7.86	3.04	-12.66	0.0	0.0	0.0	15.18	-0.94	1.62	-2.67	0.0	0.0	0.0	5.49	0.0	-3.3	0.32	13.7433333333	-6.6	-2.19	13.41	-10.43	0.0
hsa-miR-4458	0.0	-1.52	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	38.5	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	3.84	0.0	0.0	0.0	0.53	2.99	1.74	0.0	0.0	0.7	-2.5	0.0
hsa-miR-4459	-21.36	0.0	0.0	0.0	0.21	0.0	7.97	0.0	0.0	-1.51	-4.89	-14.4983333333	0.0	0.0	0.0	-0.2	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	-4.01	3.72	-5.954	0.0	0.12	-6.605	23.7	0.0
hsa-miR-4460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19	0.04	-4.08	0.0	0.0	0.0	-2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	-10.18	13.725	0.0	0.0	-3.47	-13.476	0.0
hsa-miR-4461	0.0	0.03	0.0	0.0	0.0	0.0	0.0	-0.55	0.0	-6.87	1.26	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	9.23	0.0	0.0	-0.01	-2.679	0.0	-0.02	-2.42	-1.03	0.0
hsa-miR-4462	-0.64	-13.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	-20.05	0.0	9.69	-11.79	1.6	0.0	0.0	0.0	0.0	0.0	0.0	-1.76	0.0	0.0	0.0	14.3	0.0	0.0	-6.65	1.47	0.0
hsa-miR-4463	0.0	-2.46	0.0	-3.92	0.0	-0.46	-0.25	0.0	0.0	0.04	0.13	28.265	0.0	0.0	0.0	3.23	0.0	0.0	15.42	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	12.28	0.04	-3.21	-0.01	-28.28	0.0
hsa-miR-4464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.98	0.0	0.0	-1.5	2.19	0.0	1.62	0.0	0.0	7.47	0.0	0.0	0.0	4.56	0.0	5.04	0.0	0.0	8.74	16.69	0.0	0.0	-1.40666666667	13.84	-0.68
hsa-miR-4465	0.19	0.0	-0.13	0.0	0.0	0.0	-1.67	0.0	0.0	-14.48	0.28	-28.66	0.0	-0.12	0.0	-0.01	0.0	0.0	-7.94	0.0	0.0	-0.35	-2.17	0.0	0.0	-2.88	3.7	0.0	0.0	7.07	3.327	0.0
hsa-miR-4466	0.0	0.0	0.0	0.0	0.0	0.0	-0.64	0.0	0.0	-3.17	0.0	-6.19666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	-0.22	0.0	0.0	-0.11	-1.03	0.0	0.0	-14.83	-20.77	0.0
hsa-miR-4467	0.0	0.0	0.0	0.0	0.0	0.0	-8.59	0.0	0.0	-9.3	-0.75	-6.765	0.0	0.0	0.0	0.56	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	8.28	0.07	12.01	-15.22	-11.13	0.0
hsa-miR-4468	0.0	9.84	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	-1.39	-89.135	0.0	0.84	0.0	-0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.31	-19.05	3.49	-0.44	-0.0733333333333	6.6	1.953	0.0
hsa-miR-4469	-0.18	-0.03	0.0	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	-0.11	-3.51	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	4.7	0.0	-0.79	-6.55	17.4825	0.0	1.07	-8.42	-7.57	0.0
hsa-miR-4470	2.38	-1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	16.105	0.0	0.085	0.0	-0.04	0.0	0.0	0.0	0.0	5.11	0.0	0.0	0.0	0.0	0.04	0.34	0.0	0.0	-7.09333333333	-6.79	0.0
hsa-miR-4471	0.0	-0.2	0.0	0.0	0.0	3.49	5.56	0.0	0.0	0.0	0.54	4.925	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	-0.01	0.0	-0.06	0.0	0.0	2.13	8.08	-0.01	-0.03	-7.62	-0.96	0.0
hsa-miR-4472	0.01	-6.55666666667	0.0	0.0	-0.03	0.09	0.0	0.21	-2.63	0.0	2.69	30.4733333333	0.0	0.0	0.0	-5.12	0.0	0.0	-0.606923076923	1.08666666667	0.01	0.0	2.02	1.68	4.58	9.71	-5.33	-2.17	1.54	-2.07	5.83	0.0
hsa-miR-4473	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	39.101	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	0.01	3.965	4.34072222222	0.0	1.56	-8.87	2.913	0.0
hsa-miR-4474-3p	0.95	0.0	0.0	0.0	0.0	-0.16	0.0	0.0	0.0	6.75	0.05	9.19119047619	0.0	-0.52	0.0	-7.63	0.0	0.0	0.0	0.0	0.22	0.0	0.17	0.0	-0.08	-11.48	3.62	0.0	-2.11	1.65	-12.62	0.0
hsa-miR-4474-5p	0.0	0.0	0.0	0.0	-4.37	0.0	-0.05	-0.63	0.0	0.0	0.0	11.83	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	-3.92	-3.46	0.0	0.66	1.245	0.0
hsa-miR-4475	0.0	-8.36	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.33	3.23	-4.25	0.0	-0.09	0.0	-14.51	0.0	0.2	0.0	0.0	0.0	0.0	-2.44	0.01	0.0	0.46	-22.28	0.0	-8.29	-5.4	-0.765	0.0
hsa-miR-4476	0.0	-0.54	0.0	0.0	4.29111111111	0.0	8.44	0.0	0.02	2.815	0.31	7.82242857143	0.0	-1.53	0.0	-0.03	0.0	0.0	-10.65	-0.02	0.0	0.0	-1.335	0.0	0.08	0.08	-24.126	0.0	0.0	-8.86	-12.58	0.0
hsa-miR-4477a	-0.06	-1.03	0.0	0.0	0.0	0.0	0.0	-5.14	0.0	-2.34	-5.58	-10.8366666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	-0.01	0.0	0.0	1.33	15.0885333333	0.0	0.3	0.01	-17.01	0.0
hsa-miR-4477b	0.06	0.0	0.0	0.0	0.0	0.0	-7.52	-0.33	0.0	0.0	-0.3	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.35	0.0	0.0	0.0	0.05	1.8	9.62333333333	0.0	0.07	1.83	0.0	0.0
hsa-miR-4478	-5.542	-0.02	0.0	0.0	0.0	0.0	-3.45	0.0	0.0	0.0	-0.09	-30.2066666667	0.0	0.0	0.0	-3.68	0.0	0.0	-10.39	0.94	0.0	0.0	0.0	0.0	0.0	-5.45	-5.73	0.0	-2.56	-0.01	52.946	0.0
hsa-miR-4479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.97	0.0	9.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43333333333	0.0	0.0	-5.22	-0.41	0.0
hsa-miR-448	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	2.83	13.21	0.0	0.0	0.12	-8.28	-0.62	0.0	0.0	0.0	-0.09	0.0	0.0	0.0	0.0	-0.01	4.56222222222	-0.49	0.0	-4.45	-1.67	0.0
hsa-miR-4480	0.0	-5.91	0.0	0.0	0.0	0.0	0.77	0.0	0.0	14.93	2.76	-28.85	0.0	0.0	0.0	-0.31	0.0	0.0	0.0	3.33	4.73	0.0	0.0	0.0	0.0	0.0	13.03	0.0	5.2	-3.91	-10.91	0.0
hsa-miR-4481	3.56	0.6	0.0	0.0	0.0	-0.09	0.0	0.0	0.0	0.64	-4.02	-25.86	0.0	1.92	0.0	1.98	0.0	0.0	0.0	-2.98	0.0	0.0	0.0	0.0	1.34	-0.95	11.23	0.0	-4.93	1.76	-17.55	0.0
hsa-miR-4482-3p	-1.67333333333	-0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07	-3.11	22.0233333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	-0.01	0.0	-4.77	-10.735	0.0	21.83	17.9033333333	-27.9173333333	0.0
hsa-miR-4482-5p	-7.24	-0.79	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	1.26	-51.399	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	-1.21	0.0	0.0	-15.89	-6.85	0.0	0.0	13.59	-13.485	0.0
hsa-miR-4483	0.0	-1.92	0.0	0.0	0.0	0.0	-0.52	0.0	-1.43	8.45	-0.16	-10.65	0.0	0.0	0.0	-2.06	0.0	0.0	-1.53	-2.61	-3.4	0.0	0.0	-0.21	0.45	-11.36	-9.61	2.44	0.1	6.84	-15.53	0.0
hsa-miR-4484	0.0	2.98	0.0	0.0	0.0	0.0	-11.96	0.0	0.0	-5.68	0.04	20.875	0.0	0.05	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-24.56	-9.28	0.0	-1.65	-11.29	3.74	0.0
hsa-miR-4485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36	27.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.59	0.0	0.0	0.0	23.42	0.0	0.0	3.18	1.55	0.0
hsa-miR-4486	-0.01	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	3.58	-86.255	0.0	0.0	0.0	0.36	-11.2	0.0	0.0	0.0	-1.58	0.0	0.0	0.0	0.4	-0.2	-2.63	0.0	-13.85	-26.55	7.45	0.0
hsa-miR-4487	0.0	-2.48	-1.12	1.36	3.91625	0.0	0.0	0.0	-0.06	0.16	0.09	4.17	0.0	-5.56	0.0	-6.18	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	14.0525	0.0	-9.35	-18.86	-14.15	0.0
hsa-miR-4488	0.02	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.58	0.0	-3.6675	0.0	0.0	0.0	1.26	0.0	0.0	0.02	0.0	-5.94	0.0	-1.13	-5.12333333333	-0.05	0.01	-16.5766666667	-2.2	-6.19	-6.8	-1.73	0.0
hsa-miR-4489	0.0	-2.9	0.0	0.0	-0.08	0.0	0.0	0.0	0.0	2.57	1.13	-31.78	0.0	0.0	0.0	0.0	0.0	0.0	0.03	-1.72	-0.07	0.0	-0.65	0.0	0.09	1.43	2.61	0.0	-0.01	5.53333333333	-12.8	0.0
hsa-miR-4490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08	-3.53	-0.81	30.525	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.86	0.0	0.0	0.0	-7.3075	0.0	0.05	-3.81	3.33	0.0
hsa-miR-4491	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	7.13	-0.63	14.39	0.0	0.0	0.0	3.18	0.0	0.0	-0.01	4.06	0.0	0.0	8.74	0.0	0.0	0.0	-17.54	0.76	-4.76	19.51	0.68	0.0
hsa-miR-4492	4.31	24.47	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	9.0	-21.6666666667	0.0	0.16	0.0	0.56	0.0	0.0	-0.31	-1.95666666667	0.0	0.0	-0.01	0.0	1.32	-6.86	-1.925	0.8	-1.21	2.65333333333	17.2928571429	0.0
hsa-miR-4493	0.28	-2.18	0.0	0.0	0.0	0.0	2.23	0.0	1.01	-0.04	0.03	-20.8504666667	-0.04	-5.26666666667	0.0	2.72	0.0	0.0	0.0	0.49	0.56	0.0	-1.14	0.0	-0.008	0.05	9.47	0.0	0.0	-27.555	-5.624	0.0
hsa-miR-4494	-0.42	0.04	0.0	0.0	0.0	0.06	-1.2	0.0	0.0	1.18	-0.98	-1.27	0.0	-0.46	0.0	-11.98	0.0	0.0	0.0	0.0	0.03	0.0	-1.54	0.0	0.13	0.0	-0.01	0.0	0.85	3.14	-1.979	0.0
hsa-miR-4495	0.38	-3.95	0.0	0.0	4.26333333333	0.0	0.0	0.0	0.0	0.0	0.18	4.297	0.0	0.0	0.0	-2.0	-0.22	0.0	0.04	0.0	0.0	0.22	-3.42333333333	0.0	0.0	-0.07	-5.01515384615	0.0	0.06	4.92666666667	-3.267	0.0
hsa-miR-4496	0.0	-1.96	-3.2	0.0	-0.34	0.0	-1.79	0.0	2.94	0.0	-8.23	-14.0983333333	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.183333333333	0.0	0.0	-6.95	-1.32	0.0	-13.17	-4.36	7.15	-1.37
hsa-miR-4497	-0.63	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	0.0	7.69	0.0	-2.09	0.0	-3.31	0.0	-0.01	0.0	0.0	-0.15	0.0	0.0466666666667	0.0	-6.16	0.0	0.0	0.66	7.97	0.0	0.0	-7.83	-8.14	0.0
hsa-miR-4498	10.35	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	-60.7983333333	0.0	0.0	0.0	-3.38	0.0	0.0	-15.29	-1.05	-0.86	0.0	0.0	0.0	-0.88	-11.51	-15.5375	0.0	-5.86	10.2733333333	11.0185714286	0.0
hsa-miR-4499	0.0	-12.92	0.0	-8.33	0.0	-6.59	-0.85	0.0	0.0	0.0	-0.34	27.47	0.0	0.0	0.0	5.19	0.0	0.0	8.12	0.0	0.02	0.0	0.0	0.0	0.0	-0.04	-9.53	0.0	0.0	0.0	-6.93	0.0
hsa-miR-449a	0.0	0.0	0.0	-0.14	0.0	0.0	0.0	0.0	0.0	-2.63	4.91	46.0066666667	0.0	0.0	0.0	-1.02666666667	0.0	9.75	0.0	0.0	0.0	0.0	0.01	0.0	0.35	1.04	24.62	0.04	0.11	-8.78	-6.04	0.0
hsa-miR-449b-3p	5.33	0.0	-0.02	1.89	0.0	0.0	-0.49	0.0	0.0	-3.73	-1.53	22.9	0.0	4.16	0.0	1.97	0.0	0.0	6.94	-0.49	0.0	0.0	0.0	0.0	0.85	0.0	8.44	0.0	0.92	18.75	105.695	9.18
hsa-miR-449b-5p	0.0	-0.17	0.0	-0.14	0.0	0.0	0.0	0.0	0.0	-2.83	4.75	47.2266666667	0.0	0.0	0.0	-1.26	0.0	9.85	0.0	0.0	-0.62	0.0	0.14	0.0	0.35	1.52	26.58	0.0	-0.01	-8.95	1.35	0.0
hsa-miR-449c-3p	-0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.02	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	-0.23	0.0	0.0	0.0	0.0	5.25	0.588	0.0	0.01	0.96	-3.53	0.0
hsa-miR-449c-5p	0.67	-1.58	0.0	0.0	0.4	0.0	0.0	0.0	0.14	-9.59	-11.83	-10.1866666667	0.0	0.0	0.0	1.36	3.92	-0.02	-0.05	-4.05	-1.9	0.0	-3.22	0.0	-0.29	-0.04	13.035	0.0	0.0	-0.44	49.04	0.0
hsa-miR-4500	0.0	-0.61	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	1.79	26.885	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	-6.56	0.0	0.0	0.0	-0.03	0.035	-4.87	0.0	0.0	-4.42	-1.115	0.0
hsa-miR-4501	0.11	0.0	0.0	0.0	-0.52	-0.01	7.91	0.0	0.0	0.0	2.34	1.65333333333	0.0	0.0	0.0	0.575	0.0	1.23	0.0	0.0	-2.05	-0.16	0.0	0.0	0.0	8.61	1.697	0.0	2.63	10.67	0.9525	0.0
