	Genesymbol	miRNA	Cancertype	Targetsiteclass
53906	SYT13	hsa-miR-548y	ProstateCancer(OICR,CA)	Disrupted
54119	RASSF8	hsa-miR-4663	ProstateCancer(OICR,CA)	Disrupted
54120	RASSF8	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
54121	RASSF8	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
54122	RASSF8	hsa-miR-4319	ProstateCancer(OICR,CA)	Created
54564	ARL11	hsa-miR-302a-3p	ProstateCancer(OICR,CA)	Created
54565	ARL11	hsa-miR-302b-3p	ProstateCancer(OICR,CA)	Created
54566	ARL11	hsa-miR-302c-3p	ProstateCancer(OICR,CA)	Created
54567	ARL11	hsa-miR-302d-3p	ProstateCancer(OICR,CA)	Created
54568	ARL11	hsa-miR-302e	ProstateCancer(OICR,CA)	Created
54569	ARL11	hsa-miR-3156-3p	ProstateCancer(OICR,CA)	Disrupted
54570	ARL11	hsa-miR-3681-3p	ProstateCancer(OICR,CA)	Disrupted
54571	ARL11	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
54572	ARL11	hsa-miR-519d	ProstateCancer(OICR,CA)	Created
54573	ARL11	hsa-miR-520a-3p	ProstateCancer(OICR,CA)	Created
54574	ARL11	hsa-miR-520b	ProstateCancer(OICR,CA)	Created
54575	ARL11	hsa-miR-520c-3p	ProstateCancer(OICR,CA)	Created
54576	ARL11	hsa-miR-520d-3p	ProstateCancer(OICR,CA)	Created
54577	ARL11	hsa-miR-520e	ProstateCancer(OICR,CA)	Created
54578	ARL11	hsa-miR-3652	ProstateCancer(OICR,CA)	Created
54579	ARL11	hsa-miR-30e-3p	ProstateCancer(OICR,CA)	Disrupted
54584	TRIM13	hsa-miR-1827	ProstateCancer(OICR,CA)	Disrupted
54585	TRIM13	hsa-miR-3937	ProstateCancer(OICR,CA)	Disrupted
54586	TRIM13	hsa-miR-1827	ProstateCancer(OICR,CA)	Disrupted
54587	TRIM13	hsa-miR-3937	ProstateCancer(OICR,CA)	Disrupted
54588	TRIM13	hsa-miR-1827	ProstateCancer(OICR,CA)	Disrupted
54589	TRIM13	hsa-miR-3937	ProstateCancer(OICR,CA)	Disrupted
54590	TRIM13	hsa-miR-1827	ProstateCancer(OICR,CA)	Disrupted
54591	TRIM13	hsa-miR-3937	ProstateCancer(OICR,CA)	Disrupted
55353	VPS53	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
55354	VPS53	hsa-miR-4732-5p	ProstateCancer(OICR,CA)	Disrupted
55355	VPS53	hsa-miR-3937	ProstateCancer(OICR,CA)	Created
55356	VPS53	hsa-miR-4320	ProstateCancer(OICR,CA)	Disrupted
55357	VPS53	hsa-miR-4438	ProstateCancer(OICR,CA)	Created
55358	VPS53	hsa-miR-4645-5p	ProstateCancer(OICR,CA)	Disrupted
55359	VPS53	hsa-miR-4673	ProstateCancer(OICR,CA)	Disrupted
55360	VPS53	hsa-miR-5095	ProstateCancer(OICR,CA)	Created
55361	VPS53	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
55362	VPS53	hsa-miR-4679	ProstateCancer(OICR,CA)	Disrupted
55363	VPS53	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
55387	XAF1	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
55388	XAF1	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
55389	XAF1	hsa-miR-1322	ProstateCancer(OICR,CA)	Disrupted
55390	XAF1	hsa-miR-3145-3p	ProstateCancer(OICR,CA)	Created
55391	XAF1	hsa-miR-1322	ProstateCancer(OICR,CA)	Disrupted
55392	XAF1	hsa-miR-3145-3p	ProstateCancer(OICR,CA)	Created
55393	XAF1	hsa-miR-1178	ProstateCancer(OICR,CA)	Disrupted
55394	XAF1	hsa-miR-1178	ProstateCancer(OICR,CA)	Disrupted
55395	XAF1	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
55396	XAF1	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
55495	FLCN	hsa-miR-32-5p	ProstateCancer(OICR,CA)	Disrupted
56759	EPB41	hsa-miR-3187-5p	ProstateCancer(OICR,CA)	Created
56760	EPB41	hsa-miR-5189	ProstateCancer(OICR,CA)	Created
56761	EPB41	hsa-miR-612	ProstateCancer(OICR,CA)	Created
56762	EPB41	hsa-miR-661	ProstateCancer(OICR,CA)	Created
56763	EPB41	hsa-miR-3187-5p	ProstateCancer(OICR,CA)	Created
56764	EPB41	hsa-miR-5189	ProstateCancer(OICR,CA)	Created
56765	EPB41	hsa-miR-612	ProstateCancer(OICR,CA)	Created
56766	EPB41	hsa-miR-661	ProstateCancer(OICR,CA)	Created
56767	EPB41	hsa-miR-3187-5p	ProstateCancer(OICR,CA)	Created
56768	EPB41	hsa-miR-5189	ProstateCancer(OICR,CA)	Created
56769	EPB41	hsa-miR-612	ProstateCancer(OICR,CA)	Created
56770	EPB41	hsa-miR-661	ProstateCancer(OICR,CA)	Created
56771	EPB41	hsa-miR-3187-5p	ProstateCancer(OICR,CA)	Created
56772	EPB41	hsa-miR-5189	ProstateCancer(OICR,CA)	Created
56773	EPB41	hsa-miR-612	ProstateCancer(OICR,CA)	Created
56774	EPB41	hsa-miR-661	ProstateCancer(OICR,CA)	Created
56775	EPB41	hsa-miR-3187-5p	ProstateCancer(OICR,CA)	Created
56776	EPB41	hsa-miR-5189	ProstateCancer(OICR,CA)	Created
56777	EPB41	hsa-miR-612	ProstateCancer(OICR,CA)	Created
56778	EPB41	hsa-miR-661	ProstateCancer(OICR,CA)	Created
57816	AKAP12	hsa-miR-32-5p	ProstateCancer(OICR,CA)	Disrupted
57817	AKAP12	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
57818	AKAP12	hsa-miR-32-5p	ProstateCancer(OICR,CA)	Disrupted
57819	AKAP12	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
57996	TNFRSF10B	hsa-miR-4293	ProstateCancer(OICR,CA)	Disrupted
57997	TNFRSF10B	hsa-miR-548s	ProstateCancer(OICR,CA)	Created
57998	TNFRSF10B	hsa-miR-4293	ProstateCancer(OICR,CA)	Disrupted
57999	TNFRSF10B	hsa-miR-548s	ProstateCancer(OICR,CA)	Created
58186	PTPRJ	hsa-miR-29b-2-5p	ProstateCancer(OICR,CA)	Created
58187	PTPRJ	hsa-miR-2909	ProstateCancer(OICR,CA)	Created
58188	PTPRJ	hsa-miR-3168	ProstateCancer(OICR,CA)	Disrupted
58429	APAF1	hsa-miR-5690	ProstateCancer(OICR,CA)	Disrupted
58430	APAF1	hsa-miR-5690	ProstateCancer(OICR,CA)	Disrupted
58431	APAF1	hsa-miR-5690	ProstateCancer(OICR,CA)	Disrupted
58643	PHLPP2	hsa-miR-1827	ProstateCancer(OICR,CA)	Created
58644	PHLPP2	hsa-miR-4649-3p	ProstateCancer(OICR,CA)	Created
58645	PHLPP2	hsa-miR-940	ProstateCancer(OICR,CA)	Created
58660	VPS53	hsa-miR-1976	ProstateCancer(OICR,CA)	Disrupted
58661	VPS53	hsa-miR-4279	ProstateCancer(OICR,CA)	Created
58662	VPS53	hsa-miR-4435	ProstateCancer(OICR,CA)	Created
58663	VPS53	hsa-miR-4716-5p	ProstateCancer(OICR,CA)	Created
58664	VPS53	hsa-miR-4781-3p	ProstateCancer(OICR,CA)	Created
58665	VPS53	hsa-miR-548s	ProstateCancer(OICR,CA)	Created
58763	NGFR	hsa-miR-1231	ProstateCancer(OICR,CA)	Disrupted
58958	PLEKHG2	hsa-miR-1827	ProstateCancer(OICR,CA)	Created
58959	PLEKHG2	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
58960	PLEKHG2	hsa-miR-580	ProstateCancer(OICR,CA)	Disrupted
58961	PLEKHG2	hsa-miR-940	ProstateCancer(OICR,CA)	Created
58997	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
58998	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
58999	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59000	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
59001	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59002	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59003	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
59004	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59005	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59218	CUL5	hsa-miR-335-3p	ProstateCancer(OICR,CA)	Created
59349	ING5	hsa-miR-32-5p	ProstateCancer(OICR,CA)	Created
59350	ING5	hsa-miR-363-3p	ProstateCancer(OICR,CA)	Created
59351	ING5	hsa-miR-766-3p	ProstateCancer(OICR,CA)	Created
59407	PARK2	hsa-miR-5693	ProstateCancer(OICR,CA)	Created
59408	PARK2	hsa-miR-5693	ProstateCancer(OICR,CA)	Created
59409	PARK2	hsa-miR-5693	ProstateCancer(OICR,CA)	Created
59510	XAF1	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59511	XAF1	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59556	KIF1B	hsa-miR-106b-5p	ProstateCancer(OICR,CA)	Created
59557	KIF1B	hsa-miR-372	ProstateCancer(OICR,CA)	Created
59558	KIF1B	hsa-miR-519d	ProstateCancer(OICR,CA)	Created
59559	KIF1B	hsa-miR-520a-3p	ProstateCancer(OICR,CA)	Created
59560	KIF1B	hsa-miR-520b	ProstateCancer(OICR,CA)	Created
59561	KIF1B	hsa-miR-520c-3p	ProstateCancer(OICR,CA)	Created
59562	KIF1B	hsa-miR-520d-3p	ProstateCancer(OICR,CA)	Created
59563	KIF1B	hsa-miR-520e	ProstateCancer(OICR,CA)	Created
59564	KIF1B	hsa-miR-520g	ProstateCancer(OICR,CA)	Created
59565	KIF1B	hsa-miR-520h	ProstateCancer(OICR,CA)	Created
59692	IL17RD	hsa-miR-1247-3p	ProstateCancer(OICR,CA)	Created
59805	IRF1	hsa-miR-1224-3p	ProstateCancer(OICR,CA)	Created
59842	HECA	hsa-miR-4793-5p	ProstateCancer(OICR,CA)	Created
59990	POU2F3	hsa-miR-548s	ProstateCancer(OICR,CA)	Created
59991	POU2F3	hsa-miR-548s	ProstateCancer(OICR,CA)	Created
60292	EEF1A1	hsa-miR-3686	BreastCarcinoma(WTSI,UK)	Created
60293	EEF1A1	hsa-miR-532-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60449	SIRT3	hsa-miR-4726-5p	BreastCarcinoma(WTSI,UK)	Created
60450	SIRT3	hsa-miR-4726-5p	BreastCarcinoma(WTSI,UK)	Created
60465	FBXW7	hsa-miR-3646	BreastCarcinoma(WTSI,UK)	Created
60494	CAV2	hsa-miR-125a-3p	ProstateCancer(OICR,CA)	Created
60495	CAV2	hsa-miR-125a-3p	ProstateCancer(OICR,CA)	Created
60496	CAV2	hsa-miR-125a-3p	ProstateCancer(OICR,CA)	Created
60497	CAV2	hsa-miR-125a-3p	ProstateCancer(OICR,CA)	Created
60842	PLEKHG2	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
61050	PHLPP2	hsa-miR-421	ProstateCancer(OICR,CA)	Disrupted
61130	POU2F3	hsa-miR-340-3p	ProstateCancer(OICR,CA)	Created
61131	POU2F3	hsa-miR-3675-3p	ProstateCancer(OICR,CA)	Disrupted
61132	POU2F3	hsa-miR-340-3p	ProstateCancer(OICR,CA)	Created
61133	POU2F3	hsa-miR-3675-3p	ProstateCancer(OICR,CA)	Disrupted
61348	RBMX	hsa-miR-548aw	ProstateCancer(OICR,CA)	Created
61361	CTBP2	hsa-miR-5187-3p	ProstateCancer(OICR,CA)	Created
61362	CTBP2	hsa-miR-5187-3p	ProstateCancer(OICR,CA)	Created
61363	CTBP2	hsa-miR-5187-3p	ProstateCancer(OICR,CA)	Created
61418	SOX11	hsa-miR-1245b-5p	LiverCancer(RIKEN,JP)	Created
61419	SOX11	hsa-miR-1295a	LiverCancer(RIKEN,JP)	Disrupted
61420	SOX11	hsa-miR-3142	LiverCancer(RIKEN,JP)	Created
61507	UNC5C	hsa-miR-4666a-3p	LiverCancer(RIKEN,JP)	Created
61611	TP53INP1	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Created
61612	TP53INP1	hsa-miR-4263	LiverCancer(RIKEN,JP)	Disrupted
61613	TP53INP1	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Disrupted
61614	TP53INP1	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
61615	TP53INP1	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Created
61616	TP53INP1	hsa-miR-4263	LiverCancer(RIKEN,JP)	Disrupted
61617	TP53INP1	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Disrupted
61618	TP53INP1	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
61697	INTS6	hsa-miR-4691-5p	LiverCancer(RIKEN,JP)	Disrupted
61698	INTS6	hsa-miR-4691-5p	LiverCancer(RIKEN,JP)	Disrupted
61758	MAF	hsa-miR-193b-3p	LiverCancer(RIKEN,JP)	Disrupted
61759	MAF	hsa-miR-4435	LiverCancer(RIKEN,JP)	Disrupted
61760	MAF	hsa-miR-548av-3p	LiverCancer(RIKEN,JP)	Disrupted
61761	MAF	hsa-miR-548g-3p	LiverCancer(RIKEN,JP)	Disrupted
61775	PARK2	hsa-miR-1304-3p	LiverCancer(RIKEN,JP)	Created
61776	PARK2	hsa-miR-1304-3p	LiverCancer(RIKEN,JP)	Created
61777	PARK2	hsa-miR-1304-3p	LiverCancer(RIKEN,JP)	Created
61998	TRIM13	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Disrupted
61999	TRIM13	hsa-miR-548aj-5p	LiverCancer(RIKEN,JP)	Created
62000	TRIM13	hsa-miR-548g-5p	LiverCancer(RIKEN,JP)	Created
62001	TRIM13	hsa-miR-548x-5p	LiverCancer(RIKEN,JP)	Created
62002	TRIM13	hsa-miR-92a-3p	LiverCancer(RIKEN,JP)	Created
62003	TRIM13	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Disrupted
62004	TRIM13	hsa-miR-548aj-5p	LiverCancer(RIKEN,JP)	Created
62005	TRIM13	hsa-miR-548g-5p	LiverCancer(RIKEN,JP)	Created
62006	TRIM13	hsa-miR-548x-5p	LiverCancer(RIKEN,JP)	Created
62007	TRIM13	hsa-miR-92a-3p	LiverCancer(RIKEN,JP)	Created
62008	TRIM13	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Disrupted
62009	TRIM13	hsa-miR-548aj-5p	LiverCancer(RIKEN,JP)	Created
62010	TRIM13	hsa-miR-548g-5p	LiverCancer(RIKEN,JP)	Created
62011	TRIM13	hsa-miR-548x-5p	LiverCancer(RIKEN,JP)	Created
62012	TRIM13	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Disrupted
62013	TRIM13	hsa-miR-548aj-5p	LiverCancer(RIKEN,JP)	Created
62014	TRIM13	hsa-miR-548g-5p	LiverCancer(RIKEN,JP)	Created
62015	TRIM13	hsa-miR-548x-5p	LiverCancer(RIKEN,JP)	Created
62016	TRIM13	hsa-miR-92a-3p	LiverCancer(RIKEN,JP)	Created
62036	ITGAV	hsa-miR-4477a	LiverCancer(RIKEN,JP)	Created
62037	ITGAV	hsa-miR-618	LiverCancer(RIKEN,JP)	Disrupted
62038	ITGAV	hsa-miR-99a-3p	LiverCancer(RIKEN,JP)	Created
62039	ITGAV	hsa-miR-99b-3p	LiverCancer(RIKEN,JP)	Created
62040	ITGAV	hsa-miR-4477a	LiverCancer(RIKEN,JP)	Created
62041	ITGAV	hsa-miR-618	LiverCancer(RIKEN,JP)	Disrupted
62042	ITGAV	hsa-miR-99a-3p	LiverCancer(RIKEN,JP)	Created
62043	ITGAV	hsa-miR-99b-3p	LiverCancer(RIKEN,JP)	Created
62044	ITGAV	hsa-miR-4477a	LiverCancer(RIKEN,JP)	Created
62045	ITGAV	hsa-miR-618	LiverCancer(RIKEN,JP)	Disrupted
62046	ITGAV	hsa-miR-99a-3p	LiverCancer(RIKEN,JP)	Created
62047	ITGAV	hsa-miR-99b-3p	LiverCancer(RIKEN,JP)	Created
62096	MTSS1	hsa-miR-3664-5p	LiverCancer(RIKEN,JP)	Created
62099	DAB2IP	hsa-miR-1260a	LiverCancer(RIKEN,JP)	Disrupted
62100	DAB2IP	hsa-miR-1260b	LiverCancer(RIKEN,JP)	Disrupted
62101	CABLES2	hsa-miR-4747-5p	LiverCancer(RIKEN,JP)	Disrupted
62120	SOX11	hsa-miR-198	LiverCancer(RIKEN,JP)	Created
62291	SOX11	hsa-miR-140-3p	LiverCancer(RIKEN,JP)	Disrupted
62292	SOX11	hsa-miR-3613-3p	LiverCancer(RIKEN,JP)	Created
62312	EGLN3	hsa-miR-4433-3p	LiverCancer(RIKEN,JP)	Disrupted
62313	EGLN3	hsa-miR-4722-5p	LiverCancer(RIKEN,JP)	Disrupted
62395	SMAD2	hsa-miR-206	LiverCancer(RIKEN,JP)	Disrupted
62396	SMAD2	hsa-miR-206	LiverCancer(RIKEN,JP)	Disrupted
62397	SMAD2	hsa-miR-206	LiverCancer(RIKEN,JP)	Disrupted
62443	SMAD3	hsa-miR-376a-3p	LiverCancer(RIKEN,JP)	Created
62444	SMAD3	hsa-miR-376b	LiverCancer(RIKEN,JP)	Created
62445	SMAD3	hsa-miR-633	LiverCancer(RIKEN,JP)	Disrupted
62446	SMAD3	hsa-miR-376a-3p	LiverCancer(RIKEN,JP)	Created
62447	SMAD3	hsa-miR-376b	LiverCancer(RIKEN,JP)	Created
62448	SMAD3	hsa-miR-633	LiverCancer(RIKEN,JP)	Disrupted
62449	SMAD3	hsa-miR-376a-3p	LiverCancer(RIKEN,JP)	Created
62450	SMAD3	hsa-miR-376b	LiverCancer(RIKEN,JP)	Created
62451	SMAD3	hsa-miR-633	LiverCancer(RIKEN,JP)	Disrupted
62452	SMAD3	hsa-miR-376a-3p	LiverCancer(RIKEN,JP)	Created
62453	SMAD3	hsa-miR-376b	LiverCancer(RIKEN,JP)	Created
62454	SMAD3	hsa-miR-633	LiverCancer(RIKEN,JP)	Disrupted
62524	SOX11	hsa-miR-3122	LiverCancer(RIKEN,JP)	Disrupted
62596	THRB	hsa-miR-4436b-3p	LiverCancer(RIKEN,JP)	Disrupted
62597	THRB	hsa-miR-4436b-3p	LiverCancer(RIKEN,JP)	Disrupted
62598	THRB	hsa-miR-4436b-3p	LiverCancer(RIKEN,JP)	Disrupted
62599	THRB	hsa-miR-4436b-3p	LiverCancer(RIKEN,JP)	Disrupted
62600	RARB	hsa-miR-548ao-5p	LiverCancer(RIKEN,JP)	Created
62601	RARB	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
62602	RARB	hsa-miR-562	LiverCancer(RIKEN,JP)	Disrupted
62603	RARB	hsa-miR-708-3p	LiverCancer(RIKEN,JP)	Created
62604	RARB	hsa-miR-548ao-5p	LiverCancer(RIKEN,JP)	Created
62605	RARB	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
62606	RARB	hsa-miR-562	LiverCancer(RIKEN,JP)	Disrupted
62607	RARB	hsa-miR-708-3p	LiverCancer(RIKEN,JP)	Created
62662	PCDH10	hsa-miR-3973	LiverCancer(RIKEN,JP)	Disrupted
62663	PCDH10	hsa-miR-4760-3p	LiverCancer(RIKEN,JP)	Disrupted
62715	UNC5C	hsa-miR-4638-3p	LiverCancer(RIKEN,JP)	Created
62718	TES	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62719	TES	hsa-miR-4753-3p	LiverCancer(RIKEN,JP)	Disrupted
62720	TES	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62721	TES	hsa-miR-4753-3p	LiverCancer(RIKEN,JP)	Disrupted
62858	ERBB4	hsa-miR-3145-3p	LiverCancer(RIKEN,JP)	Disrupted
62869	GLTSCR1	hsa-miR-4688	LiverCancer(RIKEN,JP)	Disrupted
62870	GLTSCR1	hsa-miR-486-3p	LiverCancer(RIKEN,JP)	Disrupted
62873	MAFB	hsa-miR-5681b	LiverCancer(RIKEN,JP)	Created
62912	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62913	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62914	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62915	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62916	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62917	ARMC10	hsa-miR-130b-5p	LiverCancer(RIKEN,JP)	Disrupted
62979	OPCML	hsa-miR-4680-5p	LiverCancer(RIKEN,JP)	Disrupted
62980	OPCML	hsa-miR-4680-5p	LiverCancer(RIKEN,JP)	Disrupted
63052	ING5	hsa-miR-494	LiverCancer(RIKEN,JP)	Created
63276	ANXA7	hsa-miR-675-3p	LiverCancer(RIKEN,JP)	Disrupted
63277	ANXA7	hsa-miR-675-3p	LiverCancer(RIKEN,JP)	Disrupted
63319	SPTBN1	hsa-miR-125b-2-3p	LiverCancer(RIKEN,JP)	Created
63320	SPTBN1	hsa-miR-5697	LiverCancer(RIKEN,JP)	Created
63333	ERBB4	hsa-miR-452-3p	LiverCancer(RIKEN,JP)	Disrupted
63334	ERBB4	hsa-miR-4695-3p	LiverCancer(RIKEN,JP)	Disrupted
63335	ERBB4	hsa-miR-452-3p	LiverCancer(RIKEN,JP)	Disrupted
63336	ERBB4	hsa-miR-4695-3p	LiverCancer(RIKEN,JP)	Disrupted
63349	LRP1B	hsa-miR-4775	LiverCancer(RIKEN,JP)	Disrupted
63350	LRP1B	hsa-miR-590-3p	LiverCancer(RIKEN,JP)	Disrupted
63374	ETV6	hsa-miR-3613-3p	LiverCancer(RIKEN,JP)	Disrupted
63411	EDA2R	hsa-miR-15a-3p	LiverCancer(RIKEN,JP)	Created
63412	EDA2R	hsa-miR-15a-3p	LiverCancer(RIKEN,JP)	Created
63413	EDA2R	hsa-miR-15a-3p	LiverCancer(RIKEN,JP)	Created
63704	PAX5	hsa-miR-3978	LiverCancer(RIKEN,JP)	Created
63725	SMAD2	hsa-miR-377-3p	LiverCancer(RIKEN,JP)	Created
63726	SMAD2	hsa-miR-539-3p	LiverCancer(RIKEN,JP)	Disrupted
63727	SMAD2	hsa-miR-377-3p	LiverCancer(RIKEN,JP)	Created
63728	SMAD2	hsa-miR-539-3p	LiverCancer(RIKEN,JP)	Disrupted
63729	SMAD2	hsa-miR-377-3p	LiverCancer(RIKEN,JP)	Created
63730	SMAD2	hsa-miR-539-3p	LiverCancer(RIKEN,JP)	Disrupted
63874	TMEM127	hsa-miR-4309	LiverCancer(RIKEN,JP)	Disrupted
63875	TMEM127	hsa-miR-4309	LiverCancer(RIKEN,JP)	Disrupted
63923	PTPRD	hsa-let-7a-5p	LiverCancer(RIKEN,JP)	Disrupted
63924	PTPRD	hsa-let-7b-5p	LiverCancer(RIKEN,JP)	Disrupted
63925	PTPRD	hsa-let-7c	LiverCancer(RIKEN,JP)	Disrupted
63926	PTPRD	hsa-let-7d-5p	LiverCancer(RIKEN,JP)	Disrupted
63927	PTPRD	hsa-let-7e-5p	LiverCancer(RIKEN,JP)	Disrupted
63928	PTPRD	hsa-let-7f-5p	LiverCancer(RIKEN,JP)	Disrupted
63929	PTPRD	hsa-let-7g-5p	LiverCancer(RIKEN,JP)	Disrupted
63930	PTPRD	hsa-let-7i-5p	LiverCancer(RIKEN,JP)	Disrupted
63931	PTPRD	hsa-miR-1304-5p	LiverCancer(RIKEN,JP)	Created
63932	PTPRD	hsa-miR-1827	LiverCancer(RIKEN,JP)	Created
63933	PTPRD	hsa-miR-202-3p	LiverCancer(RIKEN,JP)	Disrupted
63934	PTPRD	hsa-miR-4458	LiverCancer(RIKEN,JP)	Disrupted
63935	PTPRD	hsa-miR-4500	LiverCancer(RIKEN,JP)	Disrupted
63936	PTPRD	hsa-miR-98	LiverCancer(RIKEN,JP)	Disrupted
63937	PTPRD	hsa-let-7a-5p	LiverCancer(RIKEN,JP)	Disrupted
63938	PTPRD	hsa-let-7b-5p	LiverCancer(RIKEN,JP)	Disrupted
63939	PTPRD	hsa-let-7c	LiverCancer(RIKEN,JP)	Disrupted
63940	PTPRD	hsa-let-7d-5p	LiverCancer(RIKEN,JP)	Disrupted
63941	PTPRD	hsa-let-7e-5p	LiverCancer(RIKEN,JP)	Disrupted
63942	PTPRD	hsa-let-7f-5p	LiverCancer(RIKEN,JP)	Disrupted
63943	PTPRD	hsa-let-7g-5p	LiverCancer(RIKEN,JP)	Disrupted
63944	PTPRD	hsa-let-7i-5p	LiverCancer(RIKEN,JP)	Disrupted
63945	PTPRD	hsa-miR-1304-5p	LiverCancer(RIKEN,JP)	Created
63946	PTPRD	hsa-miR-1827	LiverCancer(RIKEN,JP)	Created
63947	PTPRD	hsa-miR-202-3p	LiverCancer(RIKEN,JP)	Disrupted
63948	PTPRD	hsa-miR-4458	LiverCancer(RIKEN,JP)	Disrupted
63949	PTPRD	hsa-miR-4500	LiverCancer(RIKEN,JP)	Disrupted
63950	PTPRD	hsa-miR-98	LiverCancer(RIKEN,JP)	Disrupted
63951	PTPRD	hsa-let-7a-5p	LiverCancer(RIKEN,JP)	Disrupted
63952	PTPRD	hsa-let-7b-5p	LiverCancer(RIKEN,JP)	Disrupted
63953	PTPRD	hsa-let-7c	LiverCancer(RIKEN,JP)	Disrupted
63954	PTPRD	hsa-let-7d-5p	LiverCancer(RIKEN,JP)	Disrupted
63955	PTPRD	hsa-let-7e-5p	LiverCancer(RIKEN,JP)	Disrupted
63956	PTPRD	hsa-let-7f-5p	LiverCancer(RIKEN,JP)	Disrupted
63957	PTPRD	hsa-let-7g-5p	LiverCancer(RIKEN,JP)	Disrupted
63958	PTPRD	hsa-let-7i-5p	LiverCancer(RIKEN,JP)	Disrupted
63959	PTPRD	hsa-miR-1304-5p	LiverCancer(RIKEN,JP)	Created
63960	PTPRD	hsa-miR-1827	LiverCancer(RIKEN,JP)	Created
63961	PTPRD	hsa-miR-202-3p	LiverCancer(RIKEN,JP)	Disrupted
63962	PTPRD	hsa-miR-4458	LiverCancer(RIKEN,JP)	Disrupted
63963	PTPRD	hsa-miR-4500	LiverCancer(RIKEN,JP)	Disrupted
63964	PTPRD	hsa-miR-98	LiverCancer(RIKEN,JP)	Disrupted
63965	PTPRD	hsa-let-7a-5p	LiverCancer(RIKEN,JP)	Disrupted
63966	PTPRD	hsa-let-7b-5p	LiverCancer(RIKEN,JP)	Disrupted
63967	PTPRD	hsa-let-7c	LiverCancer(RIKEN,JP)	Disrupted
63968	PTPRD	hsa-let-7d-5p	LiverCancer(RIKEN,JP)	Disrupted
63969	PTPRD	hsa-let-7e-5p	LiverCancer(RIKEN,JP)	Disrupted
63970	PTPRD	hsa-let-7f-5p	LiverCancer(RIKEN,JP)	Disrupted
63971	PTPRD	hsa-let-7g-5p	LiverCancer(RIKEN,JP)	Disrupted
63972	PTPRD	hsa-let-7i-5p	LiverCancer(RIKEN,JP)	Disrupted
63973	PTPRD	hsa-miR-1304-5p	LiverCancer(RIKEN,JP)	Created
63974	PTPRD	hsa-miR-1827	LiverCancer(RIKEN,JP)	Created
63975	PTPRD	hsa-miR-202-3p	LiverCancer(RIKEN,JP)	Disrupted
63976	PTPRD	hsa-miR-4458	LiverCancer(RIKEN,JP)	Disrupted
63977	PTPRD	hsa-miR-4500	LiverCancer(RIKEN,JP)	Disrupted
63978	PTPRD	hsa-miR-98	LiverCancer(RIKEN,JP)	Disrupted
