	Genesymbol	miRNA	Targetsiteclass	Cancertype	Genetype
2690	FAT2	hsa-miR-766-5p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2691	BCLAF1	hsa-miR-138-2-3p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2692	BCLAF1	hsa-miR-138-2-3p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2693	BCLAF1	hsa-miR-138-2-3p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2694	RGS3	hsa-miR-212-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2695	VHL	hsa-miR-1224-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2696	VHL	hsa-miR-1260a	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2697	VHL	hsa-miR-1260b	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2698	VHL	hsa-miR-4733-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2699	VHL	hsa-miR-1224-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2700	VHL	hsa-miR-1260a	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2701	VHL	hsa-miR-1260b	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2702	VHL	hsa-miR-4733-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2703	PTGS1	hsa-miR-1251	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2704	PTGS1	hsa-miR-1251	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2705	TP53	hsa-miR-302a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2706	TP53	hsa-miR-302c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2707	TP53	hsa-miR-302d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2708	TP53	hsa-miR-373-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2709	TP53	hsa-miR-520a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2710	TP53	hsa-miR-520b	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2711	TP53	hsa-miR-520c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2712	TP53	hsa-miR-520d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2713	TP53	hsa-miR-520e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2714	TP53	hsa-miR-302c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2715	TP53	hsa-miR-373-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2716	TP53	hsa-miR-520a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2717	TP53	hsa-miR-520b	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2718	TP53	hsa-miR-520c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2719	TP53	hsa-miR-520d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2720	TP53	hsa-miR-520e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2721	TP53	hsa-miR-302c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2722	TP53	hsa-miR-373-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2723	TP53	hsa-miR-520a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2724	TP53	hsa-miR-520b	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2725	TP53	hsa-miR-520c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2726	TP53	hsa-miR-520d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2727	TP53	hsa-miR-520e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2728	TP53	hsa-miR-302a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2729	TP53	hsa-miR-302c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2730	TP53	hsa-miR-302d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2731	TP53	hsa-miR-373-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2732	TP53	hsa-miR-520a-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2733	TP53	hsa-miR-520b	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2734	TP53	hsa-miR-520c-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2735	TP53	hsa-miR-520d-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2736	TP53	hsa-miR-520e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2737	MYH14	hsa-miR-1254	Created	LiverCancer(NCC,JP)	Oncogene
2738	MYH14	hsa-miR-1254	Created	LiverCancer(NCC,JP)	Oncogene
2739	CNOT4	hsa-miR-1976	Created	LiverCancer(NCC,JP)	Not Classified
2740	CNOT4	hsa-miR-1976	Created	LiverCancer(NCC,JP)	Not Classified
2741	CNOT4	hsa-miR-1976	Created	LiverCancer(NCC,JP)	Not Classified
2742	CNOT4	hsa-miR-1976	Created	LiverCancer(NCC,JP)	Not Classified
2743	CUX1	hsa-miR-4281	Created	LiverCancer(NCC,JP)	Not Classified
2744	CUX1	hsa-miR-4532	Disrupted	LiverCancer(NCC,JP)	Not Classified
2745	CUX1	hsa-miR-5008-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2746	CUX1	hsa-miR-5587-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2747	CUX1	hsa-miR-4281	Created	LiverCancer(NCC,JP)	Not Classified
2748	CUX1	hsa-miR-4532	Disrupted	LiverCancer(NCC,JP)	Not Classified
2749	CUX1	hsa-miR-5008-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2750	CUX1	hsa-miR-5587-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2751	CUX1	hsa-miR-4281	Created	LiverCancer(NCC,JP)	Not Classified
2752	CUX1	hsa-miR-4532	Disrupted	LiverCancer(NCC,JP)	Not Classified
2753	CUX1	hsa-miR-5008-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2754	CUX1	hsa-miR-5587-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2755	CUX1	hsa-miR-4281	Created	LiverCancer(NCC,JP)	Not Classified
2756	CUX1	hsa-miR-4532	Disrupted	LiverCancer(NCC,JP)	Not Classified
2757	CUX1	hsa-miR-5008-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2758	CUX1	hsa-miR-5587-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2759	CUX1	hsa-miR-4281	Created	LiverCancer(NCC,JP)	Not Classified
2760	CUX1	hsa-miR-4532	Disrupted	LiverCancer(NCC,JP)	Not Classified
2761	CUX1	hsa-miR-5008-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2762	CUX1	hsa-miR-5587-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2763	LIMA1	hsa-miR-4280	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2764	LIMA1	hsa-miR-648	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2765	LIMA1	hsa-miR-4280	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2766	LIMA1	hsa-miR-648	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2767	LIMA1	hsa-miR-4280	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2768	LIMA1	hsa-miR-648	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2769	LIMA1	hsa-miR-4280	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2770	LIMA1	hsa-miR-648	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2771	TJP2	hsa-miR-3194-5p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2772	CCAR1	hsa-miR-495	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2773	HNF1A	hsa-miR-204-5p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2774	HNF1A	hsa-miR-211-5p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2775	WNT5A	hsa-miR-920	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
2776	WNT5A	hsa-miR-920	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
2777	GNAS	hsa-miR-596	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
2778	BRWD1	hsa-miR-4709-5p	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
2779	LDHA	hsa-miR-329	Disrupted	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
2780	LDHA	hsa-miR-329	Disrupted	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
2781	LDHA	hsa-miR-329	Disrupted	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
2782	LDHA	hsa-miR-329	Disrupted	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
2783	LDHA	hsa-miR-329	Disrupted	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
2784	CDKN2A	hsa-miR-1256	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
2785	CYLD	hsa-miR-195-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2786	CYLD	hsa-miR-195-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2787	CYLD	hsa-miR-195-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2788	NR4A2	hsa-miR-567	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2789	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2790	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2791	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2792	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2793	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2794	TFDP2	hsa-miR-425-3p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2795	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2796	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2797	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2798	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2799	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2800	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2801	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2802	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2803	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2804	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2805	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2806	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2807	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2808	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2809	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2810	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2811	FGFR1	hsa-miR-4295	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2812	FGFR1	hsa-miR-652-3p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2813	SYK	hsa-miR-20a-5p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2814	SYK	hsa-miR-20b-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2815	SYK	hsa-miR-519d	Created	ProstateCancer(OICR,CA)	Not Classified
2816	SYK	hsa-miR-93-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2817	SYK	hsa-miR-20a-5p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2818	SYK	hsa-miR-20b-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2819	SYK	hsa-miR-519d	Created	ProstateCancer(OICR,CA)	Not Classified
2820	SYK	hsa-miR-93-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2821	SYK	hsa-miR-20a-5p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2822	SYK	hsa-miR-20b-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2823	SYK	hsa-miR-519d	Created	ProstateCancer(OICR,CA)	Not Classified
2824	SYK	hsa-miR-93-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2825	SYK	hsa-miR-20a-5p	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2826	SYK	hsa-miR-20b-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2827	SYK	hsa-miR-519d	Created	ProstateCancer(OICR,CA)	Not Classified
2828	SYK	hsa-miR-93-5p	Created	ProstateCancer(OICR,CA)	Not Classified
2829	ZNF814	hsa-miR-4768-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2830	ZNF814	hsa-miR-940	Created	ProstateCancer(OICR,CA)	Oncogene
2831	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2832	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2833	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2834	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2835	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2836	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2837	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2838	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2839	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2840	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2841	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2842	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2843	ABL2	hsa-miR-4323	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2844	ABL2	hsa-miR-4690-3p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2845	KRAS	hsa-miR-4279	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2846	KRAS	hsa-miR-4279	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2847	APAF1	hsa-miR-4474-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2848	APAF1	hsa-miR-5690	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2849	AHR	hsa-miR-520b	Created	ProstateCancer(OICR,CA)	Oncogene
2850	AHR	hsa-miR-520c-3p	Created	ProstateCancer(OICR,CA)	Oncogene
2851	AHR	hsa-miR-526b-3p	Created	ProstateCancer(OICR,CA)	Oncogene
2852	ADCY1	hsa-miR-612	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2853	NRAS	hsa-miR-1297	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2854	NRAS	hsa-miR-4465	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2855	NTRK2	hsa-miR-2278	Disrupted	BreastCarcinoma(WTSI,UK)	Oncogene
2856	NTRK2	hsa-miR-2278	Disrupted	BreastCarcinoma(WTSI,UK)	Oncogene
2857	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2858	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2859	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2860	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2861	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2862	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2863	BCL11A	hsa-miR-3913-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
2864	KIT	hsa-miR-4739	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2865	KIT	hsa-miR-4739	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2866	MLL	hsa-miR-548ah-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2867	MLL	hsa-miR-548ah-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2868	SMAD2	hsa-miR-1	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2869	KLF6	hsa-miR-494	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2870	KLF6	hsa-miR-494	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2871	KLF6	hsa-miR-494	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2872	ARID5B	hsa-miR-382-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2873	ARID5B	hsa-miR-382-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2874	SMAD2	hsa-miR-2467-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2875	SMAD2	hsa-miR-2467-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2876	SMAD2	hsa-miR-2467-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2877	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2878	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2879	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2880	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2881	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2882	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2883	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2884	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2885	TCF7L2	hsa-miR-4495	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2886	NR4A2	hsa-let-7f-1-3p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2887	IRF6	hsa-miR-548ag	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2888	IRF6	hsa-miR-548ag	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2889	STARD13	hsa-miR-4644	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2890	STARD13	hsa-miR-4644	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2891	STARD13	hsa-miR-4644	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2892	STARD13	hsa-miR-4644	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
2893	BNC2	hsa-miR-21-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2894	TBX3	hsa-miR-2355-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2895	TBX3	hsa-miR-2355-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2896	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2897	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2898	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2899	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2900	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2901	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2902	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2903	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2904	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2905	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2906	ERBB2IP	hsa-miR-548aw	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2907	ERBB2IP	hsa-miR-557	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2908	NAP1L1	hsa-miR-222-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2909	TJP1	hsa-miR-495	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2910	TJP1	hsa-miR-495	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2911	BCL11A	hsa-miR-548c-3p	Disrupted	LiverCancer(NCC,JP)	Oncogene
2912	KEAP1	hsa-miR-4710	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2913	KEAP1	hsa-miR-4710	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2914	AFF4	hsa-miR-3158-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2915	CLOCK	hsa-miR-4310	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
2916	HNF1A	hsa-miR-3155b	Disrupted	LiverCancer(NCC,JP)	Oncogene
2917	RGS3	hsa-miR-3189-3p	Disrupted	LiverCancer(NCC,JP)	Not Classified
2918	EFTUD2	hsa-miR-5590-3p	Created	LiverCancer(NCC,JP)	Not Classified
2919	EFTUD2	hsa-miR-5590-3p	Created	LiverCancer(NCC,JP)	Not Classified
2920	TET2	hsa-miR-1267	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
2921	CDKN2A	hsa-miR-4645-5p	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
2922	LDHA	hsa-miR-607	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
2923	KDM5C	hsa-miR-4432	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
2924	CYLD	hsa-miR-497-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2925	CYLD	hsa-miR-497-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2926	CYLD	hsa-miR-497-5p	Disrupted	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2927	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2928	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2929	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2930	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2931	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2932	ACSL6	hsa-miR-4728-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
2933	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2934	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2935	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2936	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2937	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2938	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2939	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2940	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2941	FGFR1	hsa-miR-3666	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2942	FKBP5	hsa-miR-23a-5p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2943	STK4	hsa-miR-4302	Disrupted	ProstateCancer(OICR,CA)	Not Classified
2944	SRGAP1	hsa-miR-3686	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2945	NRAS	hsa-miR-26a-5p	Disrupted	ProstateCancer(OICR,CA)	Oncogene
2946	GNAI1	hsa-miR-141-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2947	GNAI1	hsa-miR-141-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2948	MLL	hsa-miR-3609	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2949	MLL	hsa-miR-3609	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2950	FN1	hsa-miR-3124-3p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2951	FN1	hsa-miR-3124-3p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2952	FN1	hsa-miR-3124-3p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2953	FN1	hsa-miR-3124-3p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2954	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2955	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2956	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2957	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2958	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2959	SPOP	hsa-miR-4719	Disrupted	LiverCancer(RIKEN,JP)	Not Classified
2960	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2961	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2962	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2963	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2964	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
2965	ACSL6	hsa-miR-5692a	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
