	Genesymbol	miRNA	Cancertype	Targetsiteclass
64764	HIF3A	hsa-miR-23a-5p	LiverCancer(RIKEN,JP)	Created
64765	HIF3A	hsa-miR-4507	LiverCancer(RIKEN,JP)	Created
65065	DCC	hsa-miR-3529-5p	LiverCancer(RIKEN,JP)	Created
65066	DCC	hsa-miR-3927	LiverCancer(RIKEN,JP)	Created
65067	DCC	hsa-miR-4451	LiverCancer(RIKEN,JP)	Created
65068	DCC	hsa-miR-4650-3p	LiverCancer(RIKEN,JP)	Created
65069	DCC	hsa-miR-940	LiverCancer(RIKEN,JP)	Disrupted
65394	FRK	hsa-miR-3065-5p	LiverCancer(RIKEN,JP)	Created
65851	STARD13	hsa-miR-1273f	LiverCancer(RIKEN,JP)	Created
65852	STARD13	hsa-miR-194-3p	LiverCancer(RIKEN,JP)	Created
65853	STARD13	hsa-miR-1273f	LiverCancer(RIKEN,JP)	Created
65854	STARD13	hsa-miR-194-3p	LiverCancer(RIKEN,JP)	Created
65855	STARD13	hsa-miR-1273f	LiverCancer(RIKEN,JP)	Created
65856	STARD13	hsa-miR-194-3p	LiverCancer(RIKEN,JP)	Created
65857	STARD13	hsa-miR-1273f	LiverCancer(RIKEN,JP)	Created
65858	STARD13	hsa-miR-194-3p	LiverCancer(RIKEN,JP)	Created
65888	PHLPP1	hsa-miR-517c-3p	LiverCancer(RIKEN,JP)	Created
66062	MCC	hsa-miR-1290	LiverCancer(RIKEN,JP)	Disrupted
66063	MCC	hsa-miR-2682-5p	LiverCancer(RIKEN,JP)	Disrupted
66064	MCC	hsa-miR-4736	LiverCancer(RIKEN,JP)	Disrupted
66065	MCC	hsa-miR-4763-3p	LiverCancer(RIKEN,JP)	Disrupted
66066	MCC	hsa-miR-940	LiverCancer(RIKEN,JP)	Disrupted
66067	MCC	hsa-miR-1290	LiverCancer(RIKEN,JP)	Disrupted
66068	MCC	hsa-miR-2682-5p	LiverCancer(RIKEN,JP)	Disrupted
66069	MCC	hsa-miR-4736	LiverCancer(RIKEN,JP)	Disrupted
66070	MCC	hsa-miR-4763-3p	LiverCancer(RIKEN,JP)	Disrupted
66071	MCC	hsa-miR-940	LiverCancer(RIKEN,JP)	Disrupted
66209	EGFR	hsa-miR-377-3p	LiverCancer(RIKEN,JP)	Created
66262	MAF	hsa-miR-19a-5p	LiverCancer(RIKEN,JP)	Disrupted
66263	MAF	hsa-miR-19b-1-5p	LiverCancer(RIKEN,JP)	Disrupted
66264	MAF	hsa-miR-19b-2-5p	LiverCancer(RIKEN,JP)	Disrupted
66265	MAF	hsa-miR-452-5p	LiverCancer(RIKEN,JP)	Disrupted
66329	LIN9	hsa-miR-2682-5p	LiverCancer(RIKEN,JP)	Created
66438	NKX3-1	hsa-miR-1269a	LiverCancer(RIKEN,JP)	Disrupted
66439	NKX3-1	hsa-miR-1269b	LiverCancer(RIKEN,JP)	Disrupted
66440	NKX3-1	hsa-miR-378h	LiverCancer(RIKEN,JP)	Disrupted
66441	NKX3-1	hsa-miR-422a	LiverCancer(RIKEN,JP)	Disrupted
66442	NKX3-1	hsa-miR-4638-3p	LiverCancer(RIKEN,JP)	Disrupted
66443	NKX3-1	hsa-miR-1269a	LiverCancer(RIKEN,JP)	Disrupted
66444	NKX3-1	hsa-miR-1269b	LiverCancer(RIKEN,JP)	Disrupted
66445	NKX3-1	hsa-miR-378h	LiverCancer(RIKEN,JP)	Disrupted
66446	NKX3-1	hsa-miR-422a	LiverCancer(RIKEN,JP)	Disrupted
66447	NKX3-1	hsa-miR-4638-3p	LiverCancer(RIKEN,JP)	Disrupted
67775	TET2	hsa-miR-338-5p	LiverCancer(NCC,JP)	Disrupted
67776	TET2	hsa-miR-3675-3p	LiverCancer(NCC,JP)	Disrupted
67777	TET2	hsa-miR-875-5p	LiverCancer(NCC,JP)	Created
67794	UFL1	hsa-miR-4651	LiverCancer(NCC,JP)	Created
67814	RECK	hsa-miR-4307	LiverCancer(NCC,JP)	Created
67815	RECK	hsa-miR-548d-3p	LiverCancer(NCC,JP)	Disrupted
68346	IRF1	hsa-miR-4717-5p	LiverCancer(NCC,JP)	Disrupted
68347	IRF1	hsa-miR-4753-5p	LiverCancer(NCC,JP)	Disrupted
68778	CHD5	hsa-miR-711	LiverCancer(NCC,JP)	Disrupted
69003	MUC1	hsa-miR-199a-3p	LiverCancer(NCC,JP)	Disrupted
69004	MUC1	hsa-miR-199b-3p	LiverCancer(NCC,JP)	Disrupted
69317	RASSF5	hsa-miR-5187-3p	LiverCancer(NCC,JP)	Disrupted
69318	RASSF5	hsa-miR-5187-3p	LiverCancer(NCC,JP)	Disrupted
69319	RASSF5	hsa-miR-5187-3p	LiverCancer(NCC,JP)	Disrupted
69320	RASSF5	hsa-miR-485-3p	LiverCancer(NCC,JP)	Created
69321	RASSF5	hsa-miR-485-3p	LiverCancer(NCC,JP)	Created
69322	RASSF5	hsa-miR-485-3p	LiverCancer(NCC,JP)	Created
69524	ARHGAP35	hsa-miR-4797-5p	LiverCancer(NCC,JP)	Disrupted
70216	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70217	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70218	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70219	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70220	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70221	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70222	PTCH1	hsa-miR-4758-3p	LiverCancer(NCC,JP)	Created
70793	CDC73	hsa-miR-5692a	LiverCancer(NCC,JP)	Disrupted
70936	RASSF2	hsa-miR-3622a-5p	LiverCancer(NCC,JP)	Disrupted
70937	RASSF2	hsa-miR-4423-3p	LiverCancer(NCC,JP)	Disrupted
70938	RASSF2	hsa-miR-4717-3p	LiverCancer(NCC,JP)	Created
70939	RASSF2	hsa-miR-5582-5p	LiverCancer(NCC,JP)	Disrupted
70940	RASSF2	hsa-miR-642a-3p	LiverCancer(NCC,JP)	Created
70941	RASSF2	hsa-miR-642b-3p	LiverCancer(NCC,JP)	Created
70942	RASSF2	hsa-miR-3622a-5p	LiverCancer(NCC,JP)	Disrupted
70943	RASSF2	hsa-miR-4423-3p	LiverCancer(NCC,JP)	Disrupted
70944	RASSF2	hsa-miR-4717-3p	LiverCancer(NCC,JP)	Created
70945	RASSF2	hsa-miR-5582-5p	LiverCancer(NCC,JP)	Disrupted
70946	RASSF2	hsa-miR-642a-3p	LiverCancer(NCC,JP)	Created
70947	RASSF2	hsa-miR-642b-3p	LiverCancer(NCC,JP)	Created
70954	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70955	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70956	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70957	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70958	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70959	HPGD	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
70960	MTSS1	hsa-miR-586	LiverCancer(NCC,JP)	Created
71122	CHD5	hsa-miR-631	LiverCancer(NCC,JP)	Disrupted
71333	PDCD4	hsa-miR-320a	LiverCancer(NCC,JP)	Disrupted
71334	PDCD4	hsa-miR-320b	LiverCancer(NCC,JP)	Disrupted
71335	PDCD4	hsa-miR-5692a	LiverCancer(NCC,JP)	Disrupted
71336	PDCD4	hsa-miR-320a	LiverCancer(NCC,JP)	Disrupted
71337	PDCD4	hsa-miR-320b	LiverCancer(NCC,JP)	Disrupted
71338	PDCD4	hsa-miR-5692a	LiverCancer(NCC,JP)	Disrupted
71339	PDCD4	hsa-miR-320a	LiverCancer(NCC,JP)	Disrupted
71340	PDCD4	hsa-miR-320b	LiverCancer(NCC,JP)	Disrupted
71341	PDCD4	hsa-miR-5692a	LiverCancer(NCC,JP)	Disrupted
71510	VHL	hsa-miR-1224-3p	LiverCancer(NCC,JP)	Disrupted
71511	VHL	hsa-miR-1260a	LiverCancer(NCC,JP)	Disrupted
71512	VHL	hsa-miR-1260b	LiverCancer(NCC,JP)	Disrupted
71513	VHL	hsa-miR-4733-5p	LiverCancer(NCC,JP)	Disrupted
71514	VHL	hsa-miR-1224-3p	LiverCancer(NCC,JP)	Disrupted
71515	VHL	hsa-miR-1260a	LiverCancer(NCC,JP)	Disrupted
71516	VHL	hsa-miR-1260b	LiverCancer(NCC,JP)	Disrupted
71517	VHL	hsa-miR-4733-5p	LiverCancer(NCC,JP)	Disrupted
71780	ARID3B	hsa-miR-1273f	LiverCancer(NCC,JP)	Created
71781	ARID3B	hsa-miR-4510	LiverCancer(NCC,JP)	Created
71782	ARID3B	hsa-miR-4534	LiverCancer(NCC,JP)	Created
71783	ARID3B	hsa-miR-4694-3p	LiverCancer(NCC,JP)	Disrupted
71903	TP53	hsa-miR-302a-3p	LiverCancer(NCC,JP)	Created
71904	TP53	hsa-miR-302c-3p	LiverCancer(NCC,JP)	Created
71905	TP53	hsa-miR-302d-3p	LiverCancer(NCC,JP)	Created
71906	TP53	hsa-miR-373-3p	LiverCancer(NCC,JP)	Created
71907	TP53	hsa-miR-520a-3p	LiverCancer(NCC,JP)	Created
71908	TP53	hsa-miR-520b	LiverCancer(NCC,JP)	Created
71909	TP53	hsa-miR-520c-3p	LiverCancer(NCC,JP)	Created
71910	TP53	hsa-miR-520d-3p	LiverCancer(NCC,JP)	Created
71911	TP53	hsa-miR-520e	LiverCancer(NCC,JP)	Created
71912	TP53	hsa-miR-302c-3p	LiverCancer(NCC,JP)	Created
71913	TP53	hsa-miR-373-3p	LiverCancer(NCC,JP)	Created
71914	TP53	hsa-miR-520a-3p	LiverCancer(NCC,JP)	Created
71915	TP53	hsa-miR-520b	LiverCancer(NCC,JP)	Created
71916	TP53	hsa-miR-520c-3p	LiverCancer(NCC,JP)	Created
71917	TP53	hsa-miR-520d-3p	LiverCancer(NCC,JP)	Created
71918	TP53	hsa-miR-520e	LiverCancer(NCC,JP)	Created
71919	TP53	hsa-miR-302c-3p	LiverCancer(NCC,JP)	Created
71920	TP53	hsa-miR-373-3p	LiverCancer(NCC,JP)	Created
71921	TP53	hsa-miR-520a-3p	LiverCancer(NCC,JP)	Created
71922	TP53	hsa-miR-520b	LiverCancer(NCC,JP)	Created
71923	TP53	hsa-miR-520c-3p	LiverCancer(NCC,JP)	Created
71924	TP53	hsa-miR-520d-3p	LiverCancer(NCC,JP)	Created
71925	TP53	hsa-miR-520e	LiverCancer(NCC,JP)	Created
71926	TP53	hsa-miR-302a-3p	LiverCancer(NCC,JP)	Created
71927	TP53	hsa-miR-302c-3p	LiverCancer(NCC,JP)	Created
71928	TP53	hsa-miR-302d-3p	LiverCancer(NCC,JP)	Created
71929	TP53	hsa-miR-373-3p	LiverCancer(NCC,JP)	Created
71930	TP53	hsa-miR-520a-3p	LiverCancer(NCC,JP)	Created
71931	TP53	hsa-miR-520b	LiverCancer(NCC,JP)	Created
71932	TP53	hsa-miR-520c-3p	LiverCancer(NCC,JP)	Created
71933	TP53	hsa-miR-520d-3p	LiverCancer(NCC,JP)	Created
71934	TP53	hsa-miR-520e	LiverCancer(NCC,JP)	Created
72077	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72078	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72079	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72080	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72081	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72082	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72083	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72084	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72085	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72086	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72087	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72088	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72089	TP73	hsa-miR-3943	LiverCancer(NCC,JP)	Disrupted
72585	BAX	hsa-miR-3132	LiverCancer(NCC,JP)	Disrupted
72637	PDCD4	hsa-miR-3662	LiverCancer(NCC,JP)	Disrupted
72638	PDCD4	hsa-miR-3662	LiverCancer(NCC,JP)	Disrupted
72639	PDCD4	hsa-miR-3662	LiverCancer(NCC,JP)	Disrupted
73112	CDKN2A	hsa-miR-1256	BladderUrothelialCarcinoma(TCGA,US)	Created
73158	CYLD	hsa-miR-195-5p	ProstateCancer(OICR,CA)	Disrupted
73159	CYLD	hsa-miR-195-5p	ProstateCancer(OICR,CA)	Disrupted
73160	CYLD	hsa-miR-195-5p	ProstateCancer(OICR,CA)	Disrupted
73282	IRF1	hsa-miR-507	ProstateCancer(OICR,CA)	Disrupted
73526	XAF1	hsa-miR-4687-5p	ProstateCancer(OICR,CA)	Disrupted
73527	XAF1	hsa-miR-4687-5p	ProstateCancer(OICR,CA)	Disrupted
73532	FLCN	hsa-miR-1227	ProstateCancer(OICR,CA)	Created
73598	HIF3A	hsa-miR-4533	ProstateCancer(OICR,CA)	Disrupted
73599	HIF3A	hsa-miR-4533	ProstateCancer(OICR,CA)	Disrupted
73600	HIF3A	hsa-miR-4533	ProstateCancer(OICR,CA)	Disrupted
74066	PHLPP2	hsa-miR-3591-3p	ProstateCancer(OICR,CA)	Disrupted
74156	MAF	hsa-miR-193a-3p	LiverCancer(RIKEN,JP)	Disrupted
74157	MAF	hsa-miR-3190-5p	LiverCancer(RIKEN,JP)	Disrupted
74255	LIN9	hsa-miR-379-3p	LiverCancer(RIKEN,JP)	Disrupted
74256	LIN9	hsa-miR-411-3p	LiverCancer(RIKEN,JP)	Disrupted
74538	HIF3A	hsa-miR-3200-5p	LiverCancer(RIKEN,JP)	Disrupted
74539	HIF3A	hsa-miR-3200-5p	LiverCancer(RIKEN,JP)	Disrupted
74540	HIF3A	hsa-miR-3200-5p	LiverCancer(RIKEN,JP)	Disrupted
74744	STARD13	hsa-miR-4644	LiverCancer(RIKEN,JP)	Disrupted
74745	STARD13	hsa-miR-4644	LiverCancer(RIKEN,JP)	Disrupted
74746	STARD13	hsa-miR-4644	LiverCancer(RIKEN,JP)	Disrupted
74747	STARD13	hsa-miR-4644	LiverCancer(RIKEN,JP)	Disrupted
74814	LIN9	hsa-miR-34a-5p	LiverCancer(RIKEN,JP)	Created
74815	LIN9	hsa-miR-34c-5p	LiverCancer(RIKEN,JP)	Created
74816	LIN9	hsa-miR-449a	LiverCancer(RIKEN,JP)	Created
74817	LIN9	hsa-miR-449b-5p	LiverCancer(RIKEN,JP)	Created
75167	MUC1	hsa-miR-3129-5p	LiverCancer(NCC,JP)	Disrupted
75211	RASSF5	hsa-miR-501-3p	LiverCancer(NCC,JP)	Disrupted
75488	PDCD4	hsa-miR-4429	LiverCancer(NCC,JP)	Disrupted
75489	PDCD4	hsa-miR-4429	LiverCancer(NCC,JP)	Disrupted
75490	PDCD4	hsa-miR-4429	LiverCancer(NCC,JP)	Disrupted
75714	TET2	hsa-miR-1267	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
75726	CDKN2A	hsa-miR-4645-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
75862	CYLD	hsa-miR-497-5p	ProstateCancer(OICR,CA)	Disrupted
75863	CYLD	hsa-miR-497-5p	ProstateCancer(OICR,CA)	Disrupted
75864	CYLD	hsa-miR-497-5p	ProstateCancer(OICR,CA)	Disrupted
75923	IRF1	hsa-miR-450b-5p	ProstateCancer(OICR,CA)	Disrupted
76015	HIF3A	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
76016	HIF3A	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
76017	HIF3A	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
76206	HIF3A	hsa-miR-5588-3p	ProstateCancer(OICR,CA)	Disrupted
76207	HIF3A	hsa-miR-5588-3p	ProstateCancer(OICR,CA)	Disrupted
76208	HIF3A	hsa-miR-5588-3p	ProstateCancer(OICR,CA)	Disrupted
76498	DCC	hsa-miR-2682-5p	LiverCancer(RIKEN,JP)	Disrupted
76770	RASSF5	hsa-miR-502-3p	LiverCancer(NCC,JP)	Disrupted
76771	RASSF5	hsa-miR-4666a-3p	LiverCancer(NCC,JP)	Created
77025	BAX	hsa-miR-197-5p	LiverCancer(NCC,JP)	Disrupted
77157	DLC1	hsa-miR-2052	ProstateCancer(OICR,CA)	Created
77158	DLC1	hsa-miR-2052	ProstateCancer(OICR,CA)	Created
77159	DLC1	hsa-miR-2052	ProstateCancer(OICR,CA)	Created
77221	IRF1	hsa-miR-33b-5p	ProstateCancer(OICR,CA)	Disrupted
77903	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77904	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77905	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77906	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77907	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77908	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77909	NF2	hsa-miR-5006-5p	LiverCancer(NCC,JP)	Disrupted
77953	TP53	hsa-miR-3922-5p	LiverCancer(NCC,JP)	Disrupted
77954	TP53	hsa-miR-3922-5p	LiverCancer(NCC,JP)	Disrupted
78028	PDCD4	hsa-miR-513c-3p	LiverCancer(NCC,JP)	Created
78029	PDCD4	hsa-miR-513c-3p	LiverCancer(NCC,JP)	Created
78030	PDCD4	hsa-miR-513c-3p	LiverCancer(NCC,JP)	Created
78228	TEP1	hsa-miR-940	ProstateCancer(OICR,CA)	Disrupted
78240	XAF1	hsa-miR-1273g-5p	ProstateCancer(OICR,CA)	Disrupted
78241	XAF1	hsa-miR-1273g-5p	ProstateCancer(OICR,CA)	Disrupted
78280	PHLPP2	hsa-miR-4524b-3p	ProstateCancer(OICR,CA)	Disrupted
78606	MUC1	hsa-miR-222-5p	LiverCancer(NCC,JP)	Disrupted
78707	PDCD4	hsa-miR-320c	LiverCancer(NCC,JP)	Disrupted
78708	PDCD4	hsa-miR-320c	LiverCancer(NCC,JP)	Disrupted
78709	PDCD4	hsa-miR-320c	LiverCancer(NCC,JP)	Disrupted
78788	TET2	hsa-miR-3194-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
78864	PML	hsa-miR-2114-3p	ProstateCancer(OICR,CA)	Created
78996	HIF3A	hsa-miR-20b-3p	ProstateCancer(OICR,CA)	Disrupted
78997	HIF3A	hsa-miR-20b-3p	ProstateCancer(OICR,CA)	Disrupted
78998	HIF3A	hsa-miR-20b-3p	ProstateCancer(OICR,CA)	Disrupted
79124	TMEM127	hsa-miR-4722-5p	LiverCancer(RIKEN,JP)	Created
79125	TMEM127	hsa-miR-4722-5p	LiverCancer(RIKEN,JP)	Created
79194	LIN9	hsa-miR-885-3p	LiverCancer(RIKEN,JP)	Disrupted
79195	NKX3-1	hsa-miR-378a-3p	LiverCancer(RIKEN,JP)	Disrupted
79196	NKX3-1	hsa-miR-378a-3p	LiverCancer(RIKEN,JP)	Disrupted
79386	TP53	hsa-miR-151a-3p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
79387	TP53	hsa-miR-151a-3p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
79388	TP53	hsa-miR-151a-3p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
79389	TP53	hsa-miR-151a-3p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
79559	MTSS1	hsa-miR-4762-5p	LiverCancer(RIKEN,JP)	Disrupted
79634	DMP1	hsa-miR-3912	LiverCancer(RIKEN,JP)	Disrupted
79635	DMP1	hsa-miR-3912	LiverCancer(RIKEN,JP)	Disrupted
79651	TP63	hsa-miR-140-5p	LiverCancer(RIKEN,JP)	Disrupted
79652	TP63	hsa-miR-140-5p	LiverCancer(RIKEN,JP)	Disrupted
79981	PHLPP2	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
80103	EGFR	hsa-miR-4452	LiverCancer(RIKEN,JP)	Disrupted
80155	RECK	hsa-miR-548ae	LiverCancer(NCC,JP)	Disrupted
80204	TP53	hsa-miR-3922-5p	LiverCancer(NCC,JP)	Disrupted
80205	TP53	hsa-miR-3922-5p	LiverCancer(NCC,JP)	Disrupted
80221	PDCD4	hsa-miR-320d	LiverCancer(NCC,JP)	Disrupted
80222	PDCD4	hsa-miR-320d	LiverCancer(NCC,JP)	Disrupted
80223	PDCD4	hsa-miR-320d	LiverCancer(NCC,JP)	Disrupted
80311	TP53	hsa-miR-4513	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
80312	TP53	hsa-miR-4513	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
80313	TP53	hsa-miR-4513	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
80314	TP53	hsa-miR-4513	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
80545	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80546	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80547	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80548	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80549	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80550	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80551	NF2	hsa-miR-4755-3p	LiverCancer(NCC,JP)	Disrupted
80611	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80612	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80613	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80614	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80615	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80616	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80617	NF2	hsa-miR-5693	LiverCancer(NCC,JP)	Disrupted
80642	CDKN2A	hsa-miR-3683	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
80700	CYLD	hsa-miR-15a-5p	ProstateCancer(OICR,CA)	Disrupted
80701	CYLD	hsa-miR-15a-5p	ProstateCancer(OICR,CA)	Disrupted
80702	CYLD	hsa-miR-15a-5p	ProstateCancer(OICR,CA)	Disrupted
80754	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80755	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80756	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80757	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80758	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80759	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80760	NF2	hsa-miR-3664-3p	ProstateCancer(OICR,CA)	Disrupted
80907	NKX3-1	hsa-miR-378i	LiverCancer(RIKEN,JP)	Disrupted
80908	NKX3-1	hsa-miR-378i	LiverCancer(RIKEN,JP)	Disrupted
81276	RASSF5	hsa-miR-501-3p	LiverCancer(NCC,JP)	Disrupted
81277	RASSF5	hsa-miR-502-3p	LiverCancer(NCC,JP)	Disrupted
81278	RASSF5	hsa-miR-501-3p	LiverCancer(NCC,JP)	Disrupted
81367	PML	hsa-miR-2467-5p	ProstateCancer(OICR,CA)	Disrupted
81642	PDCD4	hsa-miR-513a-3p	LiverCancer(NCC,JP)	Created
81643	PDCD4	hsa-miR-513a-3p	LiverCancer(NCC,JP)	Created
81644	PDCD4	hsa-miR-513a-3p	LiverCancer(NCC,JP)	Created
81667	PML	hsa-miR-151b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
81688	PML	hsa-miR-2467-5p	ProstateCancer(OICR,CA)	Disrupted
81763	XAF1	hsa-miR-1225-5p	ProstateCancer(OICR,CA)	Disrupted
81764	XAF1	hsa-miR-1225-5p	ProstateCancer(OICR,CA)	Disrupted
81971	CDKN2A	hsa-let-7i-3p	BladderUrothelialCarcinoma(TCGA,US)	Created
82256	XAF1	hsa-miR-3132	ProstateCancer(OICR,CA)	Disrupted
82257	XAF1	hsa-miR-3132	ProstateCancer(OICR,CA)	Disrupted
82304	DCC	hsa-miR-5591-3p	LiverCancer(RIKEN,JP)	Disrupted
82309	NKX3-1	hsa-miR-378e	LiverCancer(RIKEN,JP)	Disrupted
82310	NKX3-1	hsa-miR-378e	LiverCancer(RIKEN,JP)	Disrupted
82376	RASSF5	hsa-miR-369-3p	LiverCancer(NCC,JP)	Disrupted
82377	RASSF5	hsa-miR-369-3p	LiverCancer(NCC,JP)	Disrupted
82606	ARHGAP35	hsa-miR-759	LiverCancer(NCC,JP)	Disrupted
82935	XAF1	hsa-miR-448	ProstateCancer(OICR,CA)	Disrupted
82936	XAF1	hsa-miR-448	ProstateCancer(OICR,CA)	Disrupted
82937	FLCN	hsa-miR-25-3p	ProstateCancer(OICR,CA)	Disrupted
82939	HIF3A	hsa-miR-4633-5p	ProstateCancer(OICR,CA)	Disrupted
82940	HIF3A	hsa-miR-4633-5p	ProstateCancer(OICR,CA)	Disrupted
82941	HIF3A	hsa-miR-4633-5p	ProstateCancer(OICR,CA)	Disrupted
83040	NKX3-1	hsa-miR-378d	LiverCancer(RIKEN,JP)	Disrupted
83041	NKX3-1	hsa-miR-378d	LiverCancer(RIKEN,JP)	Disrupted
83156	PML	hsa-miR-151a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
83270	RECK	hsa-miR-548ah-3p	LiverCancer(NCC,JP)	Disrupted
83316	EPHB2	hsa-miR-1247-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
83317	EPHB2	hsa-miR-1247-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
83404	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83405	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83406	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83407	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83408	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83409	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83410	NF2	hsa-miR-7-5p	LiverCancer(RIKEN,JP)	Disrupted
83454	RECK	hsa-miR-548aj-3p	LiverCancer(NCC,JP)	Disrupted
83455	RECK	hsa-miR-548am-3p	LiverCancer(NCC,JP)	Disrupted
83689	RECK	hsa-miR-548x-3p	LiverCancer(NCC,JP)	Disrupted
83874	TP63	hsa-miR-140-5p	LiverCancer(RIKEN,JP)	Disrupted
83875	TP63	hsa-miR-140-5p	LiverCancer(RIKEN,JP)	Disrupted
84060	NKX3-1	hsa-miR-378b	LiverCancer(RIKEN,JP)	Disrupted
84061	NKX3-1	hsa-miR-378b	LiverCancer(RIKEN,JP)	Disrupted
84326	RBMX	hsa-miR-3607-3p	ProstateCancer(OICR,CA)	Disrupted
84378	RECK	hsa-miR-548aq-3p	LiverCancer(NCC,JP)	Disrupted
84468	XAF1	hsa-miR-20b-3p	ProstateCancer(OICR,CA)	Disrupted
84469	XAF1	hsa-miR-20b-3p	ProstateCancer(OICR,CA)	Disrupted
