	Genesymbol	miRNA	Cancertype	Targetsiteclass
59654	MDM4	hsa-miR-454-3p	ProstateCancer(OICR,CA)	Created
59655	MDM4	hsa-miR-4651	ProstateCancer(OICR,CA)	Disrupted
59656	MDM4	hsa-miR-4731-5p	ProstateCancer(OICR,CA)	Disrupted
59657	MDM4	hsa-miR-608	ProstateCancer(OICR,CA)	Disrupted
59658	MDM4	hsa-miR-130a-3p	ProstateCancer(OICR,CA)	Created
59659	MDM4	hsa-miR-130b-3p	ProstateCancer(OICR,CA)	Created
59660	MDM4	hsa-miR-301a-3p	ProstateCancer(OICR,CA)	Created
59661	MDM4	hsa-miR-301b	ProstateCancer(OICR,CA)	Created
59662	MDM4	hsa-miR-342-5p	ProstateCancer(OICR,CA)	Disrupted
59663	MDM4	hsa-miR-3666	ProstateCancer(OICR,CA)	Created
59664	MDM4	hsa-miR-4430	ProstateCancer(OICR,CA)	Created
59665	MDM4	hsa-miR-4505	ProstateCancer(OICR,CA)	Disrupted
59666	MDM4	hsa-miR-454-3p	ProstateCancer(OICR,CA)	Created
59667	MDM4	hsa-miR-4651	ProstateCancer(OICR,CA)	Disrupted
59668	MDM4	hsa-miR-4731-5p	ProstateCancer(OICR,CA)	Disrupted
59669	MDM4	hsa-miR-608	ProstateCancer(OICR,CA)	Disrupted
59799	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
59800	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
59801	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
59802	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
59803	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
59804	ACSL6	hsa-miR-617	ProstateCancer(OICR,CA)	Disrupted
60158	NRAS	hsa-miR-26b-5p	ProstateCancer(OICR,CA)	Disrupted
60159	NRAS	hsa-miR-5697	ProstateCancer(OICR,CA)	Disrupted
60169	MDM4	hsa-miR-216b	ProstateCancer(OICR,CA)	Disrupted
60170	MDM4	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
60171	MDM4	hsa-miR-216b	ProstateCancer(OICR,CA)	Disrupted
60172	MDM4	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
60173	MDM4	hsa-miR-216b	ProstateCancer(OICR,CA)	Disrupted
60174	MDM4	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
60258	ARHGAP26	hsa-miR-1295b-3p	ProstateCancer(OICR,CA)	Disrupted
60259	ARHGAP26	hsa-miR-3937	ProstateCancer(OICR,CA)	Created
60260	ARHGAP26	hsa-miR-4438	ProstateCancer(OICR,CA)	Created
60261	ARHGAP26	hsa-miR-1295b-3p	ProstateCancer(OICR,CA)	Disrupted
60262	ARHGAP26	hsa-miR-3937	ProstateCancer(OICR,CA)	Created
60263	ARHGAP26	hsa-miR-4438	ProstateCancer(OICR,CA)	Created
60276	PDGFB	hsa-miR-27b-5p	BreastCarcinoma(WTSI,UK)	Created
60277	PDGFB	hsa-miR-27b-5p	BreastCarcinoma(WTSI,UK)	Created
60339	KAT6A	hsa-miR-29b-2-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60340	KAT6A	hsa-miR-4652-3p	BreastCarcinoma(WTSI,UK)	Created
60341	KAT6A	hsa-miR-518c-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60342	KAT6A	hsa-miR-29b-2-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60343	KAT6A	hsa-miR-4652-3p	BreastCarcinoma(WTSI,UK)	Created
60344	KAT6A	hsa-miR-518c-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60345	KAT6A	hsa-miR-29b-2-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60346	KAT6A	hsa-miR-4652-3p	BreastCarcinoma(WTSI,UK)	Created
60347	KAT6A	hsa-miR-518c-5p	BreastCarcinoma(WTSI,UK)	Disrupted
60508	MDM2	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
60509	MDM2	hsa-miR-508-5p	ProstateCancer(OICR,CA)	Disrupted
60911	LPP	hsa-miR-1538	ProstateCancer(OICR,CA)	Disrupted
60912	LPP	hsa-miR-4454	ProstateCancer(OICR,CA)	Created
60913	LPP	hsa-miR-1538	ProstateCancer(OICR,CA)	Disrupted
60914	LPP	hsa-miR-4454	ProstateCancer(OICR,CA)	Created
60915	LPP	hsa-miR-1538	ProstateCancer(OICR,CA)	Disrupted
60916	LPP	hsa-miR-4454	ProstateCancer(OICR,CA)	Created
61474	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61475	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61476	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61477	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61478	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61479	CNBP	hsa-miR-3973	LiverCancer(RIKEN,JP)	Created
61480	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61481	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61482	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61483	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61484	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61485	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61486	MECOM	hsa-miR-32-5p	LiverCancer(RIKEN,JP)	Created
61562	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61563	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61564	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61565	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61566	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61567	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61568	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61569	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61570	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61571	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61572	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61573	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61574	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61575	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61576	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61577	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61578	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61579	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61580	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61581	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61582	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61583	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61584	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61585	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61586	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61587	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61588	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61589	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61590	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61591	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61592	ABL2	hsa-miR-1202	LiverCancer(RIKEN,JP)	Disrupted
61593	ABL2	hsa-miR-1227	LiverCancer(RIKEN,JP)	Disrupted
61594	ABL2	hsa-miR-147a	LiverCancer(RIKEN,JP)	Disrupted
61595	ABL2	hsa-miR-210	LiverCancer(RIKEN,JP)	Created
61596	ABL2	hsa-miR-933	LiverCancer(RIKEN,JP)	Created
61620	CREB1	hsa-miR-3691-3p	LiverCancer(RIKEN,JP)	Created
61621	CREB1	hsa-miR-3691-3p	LiverCancer(RIKEN,JP)	Created
61695	KIT	hsa-miR-3162-5p	LiverCancer(RIKEN,JP)	Disrupted
61696	KIT	hsa-miR-3162-5p	LiverCancer(RIKEN,JP)	Disrupted
61710	BTG1	hsa-miR-410	LiverCancer(RIKEN,JP)	Disrupted
61711	BTG1	hsa-miR-5011-5p	LiverCancer(RIKEN,JP)	Disrupted
61722	SH2B3	hsa-miR-1273e	LiverCancer(RIKEN,JP)	Disrupted
61723	SH2B3	hsa-miR-4327	LiverCancer(RIKEN,JP)	Disrupted
61944	KAT6B	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
61945	KAT6B	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
61946	KAT6B	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
62084	CIC	hsa-miR-30b-3p	LiverCancer(RIKEN,JP)	Created
62085	CIC	hsa-miR-3192	LiverCancer(RIKEN,JP)	Created
62086	CIC	hsa-miR-3689a-3p	LiverCancer(RIKEN,JP)	Created
62087	CIC	hsa-miR-3689b-3p	LiverCancer(RIKEN,JP)	Created
62088	CIC	hsa-miR-3689c	LiverCancer(RIKEN,JP)	Created
62097	FANCC	hsa-miR-3620	LiverCancer(RIKEN,JP)	Created
62098	FANCC	hsa-miR-3620	LiverCancer(RIKEN,JP)	Created
62188	NCOR1	hsa-miR-5582-3p	LiverCancer(RIKEN,JP)	Created
62189	NCOR1	hsa-miR-5582-3p	LiverCancer(RIKEN,JP)	Created
62246	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62247	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62248	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62249	MAP3K13	hsa-miR-573	LiverCancer(RIKEN,JP)	Created
62250	MAP3K13	hsa-miR-595	LiverCancer(RIKEN,JP)	Created
62251	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62252	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62253	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62254	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62255	MAP3K13	hsa-miR-595	LiverCancer(RIKEN,JP)	Created
62256	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62257	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62258	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62259	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62260	MAP3K13	hsa-miR-595	LiverCancer(RIKEN,JP)	Created
62261	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62299	IRF4	hsa-miR-19a-5p	LiverCancer(RIKEN,JP)	Created
62300	IRF4	hsa-miR-19b-1-5p	LiverCancer(RIKEN,JP)	Created
62301	IRF4	hsa-miR-19b-2-5p	LiverCancer(RIKEN,JP)	Created
62302	IRF4	hsa-miR-431-5p	LiverCancer(RIKEN,JP)	Disrupted
62303	IRF4	hsa-miR-511	LiverCancer(RIKEN,JP)	Disrupted
62304	IRF4	hsa-miR-19a-5p	LiverCancer(RIKEN,JP)	Created
62305	IRF4	hsa-miR-19b-1-5p	LiverCancer(RIKEN,JP)	Created
62306	IRF4	hsa-miR-19b-2-5p	LiverCancer(RIKEN,JP)	Created
62307	IRF4	hsa-miR-431-5p	LiverCancer(RIKEN,JP)	Disrupted
62308	IRF4	hsa-miR-511	LiverCancer(RIKEN,JP)	Disrupted
62383	LHFP	hsa-miR-4778-3p	LiverCancer(RIKEN,JP)	Created
62533	PBX1	hsa-miR-1913	LiverCancer(RIKEN,JP)	Disrupted
62534	PBX1	hsa-miR-331-3p	LiverCancer(RIKEN,JP)	Disrupted
62535	PBX1	hsa-miR-4722-3p	LiverCancer(RIKEN,JP)	Created
62536	PBX1	hsa-miR-4749-3p	LiverCancer(RIKEN,JP)	Disrupted
62537	PBX1	hsa-miR-331-3p	LiverCancer(RIKEN,JP)	Disrupted
62538	PBX1	hsa-miR-4722-3p	LiverCancer(RIKEN,JP)	Created
62539	PBX1	hsa-miR-4749-3p	LiverCancer(RIKEN,JP)	Disrupted
62680	LIFR	hsa-miR-20a-3p	LiverCancer(RIKEN,JP)	Created
62681	LIFR	hsa-miR-217	LiverCancer(RIKEN,JP)	Created
62682	LIFR	hsa-miR-219-2-3p	LiverCancer(RIKEN,JP)	Disrupted
62683	LIFR	hsa-miR-20a-3p	LiverCancer(RIKEN,JP)	Created
62684	LIFR	hsa-miR-217	LiverCancer(RIKEN,JP)	Created
62685	LIFR	hsa-miR-219-2-3p	LiverCancer(RIKEN,JP)	Disrupted
62689	AFF4	hsa-miR-489	LiverCancer(RIKEN,JP)	Created
62700	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62701	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62702	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62703	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62704	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62705	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62706	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62707	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62708	MAP3K13	hsa-miR-20b-5p	LiverCancer(RIKEN,JP)	Disrupted
62709	MAP3K13	hsa-miR-519d	LiverCancer(RIKEN,JP)	Disrupted
62710	MAP3K13	hsa-miR-526b-3p	LiverCancer(RIKEN,JP)	Disrupted
62711	MAP3K13	hsa-miR-93-5p	LiverCancer(RIKEN,JP)	Disrupted
62726	AFF4	hsa-miR-561-3p	LiverCancer(RIKEN,JP)	Created
62781	CRTC3	hsa-miR-4763-5p	LiverCancer(RIKEN,JP)	Disrupted
62782	CRTC3	hsa-miR-4763-5p	LiverCancer(RIKEN,JP)	Disrupted
62789	KLK2	hsa-miR-1229	LiverCancer(RIKEN,JP)	Created
62790	KLK2	hsa-miR-1470	LiverCancer(RIKEN,JP)	Disrupted
62791	KLK2	hsa-miR-3183	LiverCancer(RIKEN,JP)	Created
62792	KLK2	hsa-miR-4469	LiverCancer(RIKEN,JP)	Disrupted
62793	KLK2	hsa-miR-4723-3p	LiverCancer(RIKEN,JP)	Created
62794	KLK2	hsa-miR-642a-5p	LiverCancer(RIKEN,JP)	Created
62795	KLK2	hsa-miR-1229	LiverCancer(RIKEN,JP)	Created
62796	KLK2	hsa-miR-1470	LiverCancer(RIKEN,JP)	Disrupted
62797	KLK2	hsa-miR-3183	LiverCancer(RIKEN,JP)	Created
62798	KLK2	hsa-miR-4469	LiverCancer(RIKEN,JP)	Disrupted
62799	KLK2	hsa-miR-4723-3p	LiverCancer(RIKEN,JP)	Created
62800	KLK2	hsa-miR-642a-5p	LiverCancer(RIKEN,JP)	Created
62801	KLK2	hsa-miR-1229	LiverCancer(RIKEN,JP)	Created
62802	KLK2	hsa-miR-1470	LiverCancer(RIKEN,JP)	Disrupted
62803	KLK2	hsa-miR-3183	LiverCancer(RIKEN,JP)	Created
62804	KLK2	hsa-miR-4469	LiverCancer(RIKEN,JP)	Disrupted
62805	KLK2	hsa-miR-4723-3p	LiverCancer(RIKEN,JP)	Created
62806	KLK2	hsa-miR-642a-5p	LiverCancer(RIKEN,JP)	Created
62828	BCL11B	hsa-miR-4289	LiverCancer(RIKEN,JP)	Disrupted
62829	BCL11B	hsa-miR-489	LiverCancer(RIKEN,JP)	Disrupted
62830	BCL11B	hsa-miR-542-3p	LiverCancer(RIKEN,JP)	Disrupted
62831	BCL11B	hsa-miR-4289	LiverCancer(RIKEN,JP)	Disrupted
62832	BCL11B	hsa-miR-489	LiverCancer(RIKEN,JP)	Disrupted
62833	BCL11B	hsa-miR-542-3p	LiverCancer(RIKEN,JP)	Disrupted
62844	MYO5A	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
62845	MYO5A	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
62949	ATRX	hsa-miR-1183	LiverCancer(RIKEN,JP)	Created
62950	ATRX	hsa-miR-4420	LiverCancer(RIKEN,JP)	Disrupted
62951	ATRX	hsa-miR-570-3p	LiverCancer(RIKEN,JP)	Disrupted
62952	ATRX	hsa-miR-1183	LiverCancer(RIKEN,JP)	Created
62953	ATRX	hsa-miR-4420	LiverCancer(RIKEN,JP)	Disrupted
62954	ATRX	hsa-miR-570-3p	LiverCancer(RIKEN,JP)	Disrupted
62958	IRF4	hsa-miR-194-5p	LiverCancer(RIKEN,JP)	Created
62959	IRF4	hsa-miR-194-5p	LiverCancer(RIKEN,JP)	Created
62962	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62963	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62964	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62965	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62966	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62967	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62968	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62969	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62970	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62971	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62972	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62973	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62974	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62975	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
62976	RUNX1T1	hsa-miR-569	LiverCancer(RIKEN,JP)	Created
63008	MLLT6	hsa-miR-3130-3p	LiverCancer(RIKEN,JP)	Created
63009	MLLT6	hsa-miR-500a-3p	LiverCancer(RIKEN,JP)	Created
63034	SPEN	hsa-miR-1286	LiverCancer(RIKEN,JP)	Disrupted
63035	SPEN	hsa-miR-4773	LiverCancer(RIKEN,JP)	Created
63036	SPEN	hsa-miR-5000-3p	LiverCancer(RIKEN,JP)	Disrupted
63043	RANBP2	hsa-let-7a-3p	LiverCancer(RIKEN,JP)	Created
63044	RANBP2	hsa-let-7b-3p	LiverCancer(RIKEN,JP)	Created
63045	RANBP2	hsa-let-7f-1-3p	LiverCancer(RIKEN,JP)	Created
63046	RANBP2	hsa-let-7f-2-3p	LiverCancer(RIKEN,JP)	Created
63136	SDHAF2	hsa-miR-5006-5p	LiverCancer(RIKEN,JP)	Disrupted
63155	SH2B3	hsa-miR-5187-3p	LiverCancer(RIKEN,JP)	Disrupted
63293	NTRK3	hsa-miR-4695-5p	LiverCancer(RIKEN,JP)	Disrupted
63294	NTRK3	hsa-miR-548s	LiverCancer(RIKEN,JP)	Created
63295	NTRK3	hsa-miR-765	LiverCancer(RIKEN,JP)	Disrupted
63310	STRN	hsa-miR-3146	LiverCancer(RIKEN,JP)	Disrupted
63477	PBX1	hsa-miR-3124-3p	LiverCancer(RIKEN,JP)	Disrupted
63478	PBX1	hsa-miR-548d-3p	LiverCancer(RIKEN,JP)	Disrupted
63479	PBX1	hsa-miR-548d-3p	LiverCancer(RIKEN,JP)	Disrupted
63480	PBX1	hsa-miR-3124-3p	LiverCancer(RIKEN,JP)	Disrupted
63481	PBX1	hsa-miR-548d-3p	LiverCancer(RIKEN,JP)	Disrupted
63609	MAP3K13	hsa-miR-16-1-3p	LiverCancer(RIKEN,JP)	Created
63610	MAP3K13	hsa-miR-16-2-3p	LiverCancer(RIKEN,JP)	Disrupted
63611	MAP3K13	hsa-miR-195-3p	LiverCancer(RIKEN,JP)	Disrupted
63612	MAP3K13	hsa-miR-4517	LiverCancer(RIKEN,JP)	Disrupted
63613	MAP3K13	hsa-miR-16-1-3p	LiverCancer(RIKEN,JP)	Created
63614	MAP3K13	hsa-miR-16-2-3p	LiverCancer(RIKEN,JP)	Disrupted
63615	MAP3K13	hsa-miR-195-3p	LiverCancer(RIKEN,JP)	Disrupted
63616	MAP3K13	hsa-miR-4517	LiverCancer(RIKEN,JP)	Disrupted
63617	MAP3K13	hsa-miR-16-1-3p	LiverCancer(RIKEN,JP)	Created
63618	MAP3K13	hsa-miR-16-2-3p	LiverCancer(RIKEN,JP)	Disrupted
63619	MAP3K13	hsa-miR-195-3p	LiverCancer(RIKEN,JP)	Disrupted
63620	MAP3K13	hsa-miR-4517	LiverCancer(RIKEN,JP)	Disrupted
63794	ATRX	hsa-miR-4687-3p	LiverCancer(RIKEN,JP)	Disrupted
63795	ATRX	hsa-miR-4687-3p	LiverCancer(RIKEN,JP)	Disrupted
63882	ETNK1	hsa-miR-515-5p	LiverCancer(RIKEN,JP)	Disrupted
63883	ETNK1	hsa-miR-519e-5p	LiverCancer(RIKEN,JP)	Disrupted
63884	MDM2	hsa-miR-513a-3p	LiverCancer(RIKEN,JP)	Disrupted
63885	MDM2	hsa-miR-513c-3p	LiverCancer(RIKEN,JP)	Disrupted
63894	AFF4	hsa-miR-421	LiverCancer(RIKEN,JP)	Created
63922	CREB3L2	hsa-miR-4435	LiverCancer(RIKEN,JP)	Disrupted
64012	ERC1	hsa-miR-4432	LiverCancer(RIKEN,JP)	Disrupted
64013	ERC1	hsa-miR-4432	LiverCancer(RIKEN,JP)	Disrupted
64022	HMGA2	hsa-miR-548at-5p	LiverCancer(RIKEN,JP)	Disrupted
64023	PLAG1	hsa-miR-369-3p	LiverCancer(RIKEN,JP)	Disrupted
64024	PLAG1	hsa-miR-374b-5p	LiverCancer(RIKEN,JP)	Disrupted
64025	PLAG1	hsa-miR-5692b	LiverCancer(RIKEN,JP)	Disrupted
64026	PLAG1	hsa-miR-5692c	LiverCancer(RIKEN,JP)	Disrupted
64027	PLAG1	hsa-miR-369-3p	LiverCancer(RIKEN,JP)	Disrupted
64028	PLAG1	hsa-miR-374b-5p	LiverCancer(RIKEN,JP)	Disrupted
64029	PLAG1	hsa-miR-5692b	LiverCancer(RIKEN,JP)	Disrupted
64030	PLAG1	hsa-miR-5692c	LiverCancer(RIKEN,JP)	Disrupted
64031	PLAG1	hsa-miR-369-3p	LiverCancer(RIKEN,JP)	Disrupted
64032	PLAG1	hsa-miR-374b-5p	LiverCancer(RIKEN,JP)	Disrupted
64033	PLAG1	hsa-miR-5692b	LiverCancer(RIKEN,JP)	Disrupted
64034	PLAG1	hsa-miR-5692c	LiverCancer(RIKEN,JP)	Disrupted
64276	PLAG1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Disrupted
64277	PLAG1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Disrupted
64278	PLAG1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Disrupted
64314	NIN	hsa-miR-7-1-3p	LiverCancer(RIKEN,JP)	Created
64396	CCND2	hsa-miR-3936	LiverCancer(RIKEN,JP)	Disrupted
64397	CCND2	hsa-miR-4716-3p	LiverCancer(RIKEN,JP)	Created
64413	CRTC1	hsa-miR-4474-3p	LiverCancer(RIKEN,JP)	Disrupted
64414	CRTC1	hsa-miR-938	LiverCancer(RIKEN,JP)	Created
64415	CRTC1	hsa-miR-4474-3p	LiverCancer(RIKEN,JP)	Disrupted
64416	CRTC1	hsa-miR-938	LiverCancer(RIKEN,JP)	Created
64471	PRRX1	hsa-miR-943	LiverCancer(RIKEN,JP)	Created
64546	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64547	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64548	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64549	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64550	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64551	ACSL6	hsa-miR-5585-3p	LiverCancer(RIKEN,JP)	Created
64717	AFF4	hsa-miR-5003-3p	LiverCancer(RIKEN,JP)	Created
64718	AFF4	hsa-miR-5680	LiverCancer(RIKEN,JP)	Disrupted
64719	AFF4	hsa-miR-539-3p	LiverCancer(RIKEN,JP)	Created
64723	ATRX	hsa-miR-5586-3p	LiverCancer(RIKEN,JP)	Created
64724	ATRX	hsa-miR-5586-3p	LiverCancer(RIKEN,JP)	Created
64777	BCL11A	hsa-miR-4799-5p	LiverCancer(RIKEN,JP)	Created
64887	NFIB	hsa-miR-1266	LiverCancer(RIKEN,JP)	Disrupted
64888	NFIB	hsa-miR-1266	LiverCancer(RIKEN,JP)	Disrupted
64889	NFIB	hsa-miR-1266	LiverCancer(RIKEN,JP)	Disrupted
64947	PLCG1	hsa-miR-101-3p	LiverCancer(RIKEN,JP)	Disrupted
64948	PLCG1	hsa-miR-101-3p	LiverCancer(RIKEN,JP)	Disrupted
64949	BTG1	hsa-miR-2681-5p	LiverCancer(RIKEN,JP)	Created
64950	RUNX1	hsa-miR-4511	LiverCancer(RIKEN,JP)	Disrupted
64951	RUNX1	hsa-miR-4511	LiverCancer(RIKEN,JP)	Disrupted
64952	RUNX1	hsa-miR-191-5p	LiverCancer(RIKEN,JP)	Created
64953	RUNX1	hsa-miR-4511	LiverCancer(RIKEN,JP)	Disrupted
64954	RUNX1	hsa-miR-191-5p	LiverCancer(RIKEN,JP)	Created
64955	RUNX1	hsa-miR-4511	LiverCancer(RIKEN,JP)	Disrupted
65007	GAS7	hsa-miR-4284	LiverCancer(RIKEN,JP)	Disrupted
65008	GAS7	hsa-miR-4437	LiverCancer(RIKEN,JP)	Disrupted
65009	GAS7	hsa-miR-4721	LiverCancer(RIKEN,JP)	Disrupted
65010	GAS7	hsa-miR-5088	LiverCancer(RIKEN,JP)	Disrupted
65011	GAS7	hsa-miR-4284	LiverCancer(RIKEN,JP)	Disrupted
65012	GAS7	hsa-miR-4437	LiverCancer(RIKEN,JP)	Disrupted
65013	GAS7	hsa-miR-4721	LiverCancer(RIKEN,JP)	Disrupted
65014	GAS7	hsa-miR-5088	LiverCancer(RIKEN,JP)	Disrupted
65015	GAS7	hsa-miR-4284	LiverCancer(RIKEN,JP)	Disrupted
65016	GAS7	hsa-miR-4437	LiverCancer(RIKEN,JP)	Disrupted
65017	GAS7	hsa-miR-4721	LiverCancer(RIKEN,JP)	Disrupted
65018	GAS7	hsa-miR-5088	LiverCancer(RIKEN,JP)	Disrupted
65019	GAS7	hsa-miR-4284	LiverCancer(RIKEN,JP)	Disrupted
65020	GAS7	hsa-miR-4437	LiverCancer(RIKEN,JP)	Disrupted
65021	GAS7	hsa-miR-4721	LiverCancer(RIKEN,JP)	Disrupted
65022	GAS7	hsa-miR-5088	LiverCancer(RIKEN,JP)	Disrupted
65078	LPP	hsa-miR-30e-3p	LiverCancer(RIKEN,JP)	Disrupted
65079	LPP	hsa-miR-3942-3p	LiverCancer(RIKEN,JP)	Disrupted
