	Unnamed: 0	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
949	hsa-miR-4423-5p		1.0	1.0		2.0		2.0	2.0	2.0		1.0		1.0	40	39	1.0		2.0	2.0						30.0	3.0			10.0
950	hsa-miR-4424			4.0	1.0		1.0		17.0	9.0				2.0	55	69			9.0	8.0					1.0	26.0				6.0
951	hsa-miR-4425			3.0			1.0		6.0	6.0	1.0		7.0		70	46	11.0		5.0	5.0					3.0	354.0			1.0	33.0
952	hsa-miR-4426		4.0		9.0			3.0	19.0	12.0	2.0	4.0	3.0		60	87	10.0		4.0	2.0				13.0	7.0	48.0		2.0	1.0	20.0
953	hsa-miR-4427		5.0	3.0	3.0				24.0	4.0	4.0	10.0	5.0	1.0	68	52	6.0			3.0	3.0				6.0	23.0		7.0		22.0
954	hsa-miR-4428		1.0	8.0	2.0			1.0	8.0	12.0	2.0		7.0	9.0	86	74	5.0		4.0	5.0				13.0		61.0		1.0		41.0
955	hsa-miR-4429		2.0	4.0				2.0	10.0	13.0	2.0		1.0		95	87	4.0		19.0	4.0	4.0			1.0	4.0	42.0	12.0	9.0		30.0
956	hsa-miR-4430		1.0	13.0	9.0				7.0	6.0	1.0		3.0	2.0	115	59	9.0		5.0	13.0		3.0		4.0	6.0	293.0		1.0		17.0
957	hsa-miR-4431		2.0	7.0						2.0	3.0				36	27	2.0		1.0	4.0			1.0		2.0	10.0				5.0
958	hsa-miR-4432	2.0	2.0	15.0	1.0				18.0	18.0	8.0		3.0	9.0	85	100	7.0		4.0	3.0				5.0		38.0		2.0		18.0
959	hsa-miR-4433-3p		4.0	6.0	5.0			1.0	19.0	8.0			3.0	2.0	84	68	1.0		6.0	1.0			1.0	1.0	2.0	163.0				20.0
960	hsa-miR-4433-5p		5.0	12.0				2.0	3.0	7.0	3.0		2.0		49	47	4.0			5.0	1.0				1.0	54.0				32.0
961	hsa-miR-4434		1.0	9.0	4.0	18.0		1.0	6.0	11.0	2.0	2.0	7.0		101	73	4.0		2.0	3.0	4.0				1.0	71.0		1.0		48.0
962	hsa-miR-4435		2.0	2.0	2.0				2.0	6.0	9.0				108	69	27.0		6.0	1.0			2.0	1.0	3.0	132.0		6.0		25.0
963	hsa-miR-4436a		2.0	9.0	6.0				9.0	18.0	3.0		7.0	1.0	121	88	3.0		6.0	7.0	1.0	1.0	1.0	6.0	3.0	89.0	1.0			31.0
964	hsa-miR-4436b-3p	1.0	2.0	10.0	5.0	1.0	1.0		4.0	14.0	5.0	5.0	5.0		146	39	2.0		4.0	6.0	1.0	4.0			6.0	19.0		1.0	5.0	27.0
965	hsa-miR-4436b-5p		5.0	9.0					13.0	11.0				9.0	57	58	5.0		12.0	2.0					3.0	25.0	4.0	1.0		20.0
966	hsa-miR-4437			9.0	3.0		4.0		5.0	5.0		1.0	2.0	2.0	77	35	5.0		12.0	1.0			2.0		2.0	111.0		2.0		14.0
967	hsa-miR-4438		3.0	11.0	3.0	1.0			5.0	10.0	4.0	3.0	2.0	2.0	88	42	2.0		10.0	1.0		4.0	1.0	2.0	8.0	310.0	1.0	1.0	4.0	39.0
968	hsa-miR-4439	1.0	6.0	1.0	1.0				12.0	1.0	1.0		4.0		60	50			1.0	4.0			2.0			20.0	4.0			33.0
969	hsa-miR-4440			2.0					1.0	11.0	7.0		3.0		21	4	1.0		1.0					1.0		5.0				26.0
970	hsa-miR-4441	1.0	1.0	8.0	2.0	1.0	4.0		2.0	13.0	5.0	2.0	2.0		120	61	18.0		2.0	8.0		1.0	2.0		3.0	55.0		2.0	9.0	17.0
971	hsa-miR-4442		2.0	3.0					9.0	3.0	2.0	3.0		1.0	22	13	1.0		3.0					1.0	2.0	2.0		6.0	2.0	9.0
972	hsa-miR-4443			9.0					5.0	9.0			3.0	9.0	82	56	16.0		7.0	12.0				1.0	3.0	210.0	2.0			38.0
973	hsa-miR-4444		4.0						4.0						19	21										16.0				10.0
974	hsa-miR-4445-3p		2.0	7.0	4.0				12.0	5.0	1.0				68	23	1.0							1.0		10.0				12.0
975	hsa-miR-4445-5p		1.0	1.0	2.0				6.0	15.0	1.0	1.0	2.0		41	67	5.0	2.0	3.0		3.0			1.0	3.0	11.0	2.0			19.0
976	hsa-miR-4446-3p		1.0	12.0	5.0	1.0	4.0		3.0	4.0	2.0		5.0		115	39	3.0		4.0	3.0		3.0			5.0	8.0		2.0	5.0	35.0
977	hsa-miR-4446-5p	5.0	1.0	6.0	4.0			2.0	22.0	17.0	4.0		3.0	1.0	95	100	14.0		1.0	4.0				2.0	1.0	13.0	6.0	2.0		42.0
978	hsa-miR-4447	1.0	1.0	11.0	1.0				12.0	15.0		6.0	6.0	1.0	125	52	22.0	1.0	3.0	9.0	3.0	3.0		14.0	9.0	40.0			1.0	30.0
979	hsa-miR-4448		10.0	27.0	1.0			7.0	10.0	8.0		1.0	5.0		71	43	5.0		1.0	4.0	1.0			1.0	2.0	29.0		2.0	1.0	10.0
980	hsa-miR-4449		2.0	7.0		1.0			1.0	4.0	4.0				33	10				2.0					3.0	18.0				11.0
981	hsa-miR-4450		3.0	9.0	1.0				10.0	13.0	4.0		3.0	8.0	65	38	6.0	3.0	4.0	10.0			1.0	2.0	6.0	313.0			2.0	5.0
982	hsa-miR-4451			3.0					4.0	6.0	2.0		1.0		47	63	4.0		1.0	1.0					2.0	84.0				10.0
983	hsa-miR-4452	1.0	1.0	6.0		6.0	1.0		13.0	16.0	4.0	10.0	3.0	1.0	44	72		2.0	2.0	5.0	1.0				1.0	27.0		2.0		49.0
984	hsa-miR-4453		3.0	3.0	4.0	3.0			6.0	1.0	3.0				63	31	1.0		1.0	6.0			1.0			19.0				24.0
985	hsa-miR-4454		1.0	3.0	4.0				1.0	4.0	5.0			2.0	34	12				2.0						22.0	8.0			16.0
986	hsa-miR-4455			5.0	2.0	1.0			11.0	6.0	2.0	1.0			69	15	6.0		1.0	2.0	1.0	1.0			10.0	69.0	1.0			23.0
987	hsa-miR-4456			1.0		1.0			2.0	10.0	4.0	2.0	2.0		64	76	12.0	1.0	3.0			2.0	1.0		6.0	35.0			1.0	24.0
988	hsa-miR-4457	1.0	2.0	12.0	2.0			3.0	14.0	16.0	5.0	1.0	2.0		75	86	14.0		1.0	2.0		1.0	3.0	15.0	5.0	23.0	4.0			18.0
989	hsa-miR-4458		1.0	6.0	3.0	19.0			4.0	9.0	2.0		1.0	9.0	56	59	2.0		4.0	6.0					4.0	24.0	5.0			19.0
990	hsa-miR-4459		2.0	19.0	3.0				15.0	9.0	4.0			11.0	107	87	19.0		9.0	8.0				1.0	2.0	179.0	1.0			27.0
991	hsa-miR-4460			8.0					5.0	2.0	4.0				59	44				1.0					2.0	50.0		1.0	1.0	15.0
992	hsa-miR-4461		1.0	5.0					5.0	12.0	1.0	2.0	1.0		60	85	5.0	2.0	1.0	3.0	1.0					50.0		1.0		16.0
993	hsa-miR-4462		2.0	4.0	3.0		1.0		5.0	4.0			6.0	7.0	68	27	3.0		1.0	1.0				1.0		9.0		2.0		23.0
994	hsa-miR-4463	2.0	5.0	8.0					8.0	9.0	4.0		4.0		52	50	1.0		5.0	7.0			1.0	4.0	2.0	52.0		6.0	1.0	18.0
995	hsa-miR-4464					18.0			6.0	7.0	2.0		4.0		64	49	1.0		14.0	3.0	1.0				3.0	35.0	2.0	1.0		26.0
996	hsa-miR-4465	1.0	3.0	5.0	2.0		2.0	4.0	19.0	3.0	4.0		3.0		48	53	1.0		2.0		1.0			2.0		56.0	1.0	4.0		15.0
997	hsa-miR-4466		1.0	1.0					1.0	1.0	3.0		4.0		26	15			2.0						3.0	28.0				26.0
998	hsa-miR-4467		2.0	1.0					3.0	4.0	2.0				60	8	4.0			3.0		1.0				4.0				23.0
999	hsa-miR-4468	1.0	5.0	12.0	3.0				5.0	14.0	2.0		4.0	1.0	96	76	3.0		5.0	4.0		2.0			3.0	42.0		4.0		13.0
1000	hsa-miR-4469		2.0	8.0	1.0				13.0	14.0	2.0		4.0		84	83	11.0			4.0	1.0				3.0	27.0				13.0
1001	hsa-miR-4470	3.0	1.0	7.0	2.0				14.0	14.0	2.0				58	77			20.0	2.0						25.0		5.0		21.0
1002	hsa-miR-4471	1.0	1.0	4.0	1.0				10.0	5.0	1.0	1.0	11.0		94	51	6.0		4.0	11.0			2.0	4.0		28.0		1.0	1.0	6.0
1003	hsa-miR-4472	1.0	1.0	11.0	1.0				12.0	15.0		6.0	6.0	1.0	125	52	22.0	1.0	3.0	9.0	3.0	3.0		14.0	9.0	40.0			1.0	30.0
1004	hsa-miR-4473	1.0		4.0	1.0				4.0	5.0					46	64	3.0		2.0					1.0	1.0	286.0			1.0	14.0
1005	hsa-miR-4474-3p		4.0	9.0	1.0				5.0	7.0	3.0		4.0	1.0	79	33	2.0		3.0					2.0	3.0	60.0	1.0	1.0	2.0	26.0
1006	hsa-miR-4474-5p		2.0	2.0					4.0	12.0	3.0	3.0		1.0	63	17					3.0				3.0	36.0		1.0		7.0
1007	hsa-miR-4475		2.0	9.0					11.0	7.0	1.0	4.0	2.0		96	70	6.0	2.0	2.0	19.0			5.0		1.0	12.0	4.0	1.0		13.0
1008	hsa-miR-4476		4.0	8.0	1.0				13.0	10.0	10.0	4.0	11.0	12.0	130	88	2.0		5.0	17.0		1.0		2.0	2.0	67.0		1.0		23.0
1009	hsa-miR-4477a		2.0		18.0				12.0	20.0	1.0		16.0		78	96	9.0		3.0	4.0	1.0					28.0				9.0
1010	hsa-miR-4477b		2.0		5.0				4.0	3.0	1.0		7.0		54	45	10.0		4.0	1.0	1.0				7.0	9.0				5.0
1011	hsa-miR-4478		1.0	18.0	9.0				4.0	4.0	1.0			4.0	107	64	9.0		1.0	4.0		3.0		4.0	2.0	270.0				10.0
1012	hsa-miR-4479			1.0						5.0	2.0				18	12										3.0		1.0		15.0
1013	hsa-miR-448	1.0		2.0					13.0	14.0	2.0		2.0		64	77	3.0		3.0	1.0			2.0		1.0	26.0	3.0			17.0
1014	hsa-miR-4480		1.0	1.0	7.0				1.0	7.0	16.0		1.0		53	53	7.0		4.0	1.0	1.0	1.0				88.0				15.0
1015	hsa-miR-4481		1.0	14.0	3.0				8.0	3.0	1.0				53	35	15.0			5.0		1.0			1.0	105.0		1.0	9.0	14.0
1016	hsa-miR-4482-3p			1.0	3.0				12.0	16.0	3.0				63	97	8.0	1.0	4.0	4.0					1.0	46.0				15.0
1017	hsa-miR-4482-5p		1.0	10.0	1.0				10.0	6.0			1.0	9.0	66	58			1.0	3.0					1.0	117.0			2.0	21.0
1018	hsa-miR-4483		1.0	8.0	2.0				10.0	5.0	6.0	5.0			65	53	17.0	1.0	4.0	3.0		3.0		1.0	10.0	53.0				25.0
1019	hsa-miR-4484		5.0	16.0	3.0				32.0	15.0	6.0	1.0			131	65	8.0		3.0	14.0						5.0		3.0		18.0
1020	hsa-miR-4485			2.0						5.0		2.0	1.0		33	19	4.0			1.0	2.0					5.0		3.0		7.0
1021	hsa-miR-4486	1.0	2.0	7.0	1.0				9.0	24.0	2.0	1.0	2.0	8.0	135	54	11.0		6.0	14.0		3.0	1.0		7.0	467.0	1.0			44.0
1022	hsa-miR-4487	1.0	3.0	11.0				1.0	3.0	3.0	4.0	2.0		12.0	74	80	6.0		9.0	4.0	1.0					66.0		4.0		25.0
1023	hsa-miR-4488	1.0		11.0	1.0				5.0	8.0	3.0	2.0	4.0		122	26	20.0	3.0	8.0	7.0				1.0	7.0	15.0				17.0
1024	hsa-miR-4489			8.0					6.0	6.0	4.0	1.0	1.0	2.0	96	43	4.0		11.0	4.0		1.0		7.0	4.0	15.0		1.0		14.0
1025	hsa-miR-4490		1.0	4.0	3.0					11.0	3.0	2.0	7.0		70	48	9.0		1.0						4.0	22.0		1.0		14.0
1026	hsa-miR-4491		4.0	9.0					1.0	10.0	1.0	1.0	2.0	3.0	79	50	14.0		1.0	1.0		2.0		1.0		17.0				40.0
1027	hsa-miR-4492			12.0	8.0				6.0	7.0	1.0	1.0	2.0	4.0	129	63	8.0		4.0	6.0		4.0		4.0	6.0	162.0		2.0	5.0	16.0
1028	hsa-miR-4493		2.0	6.0	5.0	18.0			5.0	6.0	2.0	7.0	2.0		91	87	6.0		1.0	8.0		1.0	2.0		6.0	33.0	4.0	6.0	1.0	29.0
1029	hsa-miR-4494	1.0	7.0	10.0	2.0				9.0	6.0	3.0		5.0		53	65	3.0		9.0	4.0	1.0			5.0	5.0	43.0		8.0	2.0	5.0
1030	hsa-miR-4495			4.0	2.0		2.0		9.0	14.0	1.0	1.0	3.0	6.0	94	124	6.0		5.0	3.0				5.0	1.0	23.0	5.0			16.0
1031	hsa-miR-4496		2.0	8.0	3.0			3.0	17.0	25.0	6.0	4.0	20.0	10.0	157	80	6.0		7.0	16.0					2.0	35.0		1.0		15.0
1032	hsa-miR-4497		2.0	17.0	2.0				6.0	1.0	4.0		6.0	1.0	37	16	7.0		4.0					2.0		32.0		1.0		16.0
1033	hsa-miR-4498			11.0	9.0				6.0	10.0	1.0		1.0	2.0	112	49	10.0		10.0	5.0		3.0	2.0	4.0	6.0	161.0		1.0	5.0	21.0
1034	hsa-miR-4499	2.0	6.0	13.0	2.0				14.0	14.0	3.0		4.0	9.0	81	95	3.0		8.0	4.0				4.0	2.0	52.0		6.0	1.0	28.0
1035	hsa-miR-449a	6.0	1.0	8.0					5.0	5.0	5.0		3.0	1.0	72	63	6.0		3.0	2.0			1.0		2.0	122.0				25.0
1036	hsa-miR-449b-3p	1.0	4.0	4.0	3.0			1.0	5.0	13.0	3.0				82	36	11.0		1.0			1.0	1.0	1.0	2.0	73.0		1.0		37.0
1037	hsa-miR-449b-5p	6.0	2.0	15.0					11.0	10.0	4.0		6.0		98	65	3.0		5.0	3.0		1.0	1.0	1.0	2.0	217.0	7.0			10.0
1038	hsa-miR-449c-3p		1.0	3.0	4.0				8.0						37	30	2.0		1.0						1.0	109.0				1.0
1039	hsa-miR-449c-5p	6.0	1.0	11.0	3.0				9.0	8.0	3.0	3.0	4.0	2.0	81	70			5.0	7.0	2.0	1.0	1.0	2.0	3.0	151.0	7.0	4.0		10.0
1040	hsa-miR-4500		1.0	3.0					4.0	7.0	1.0		1.0	9.0	60	65	2.0		7.0	5.0	1.0				8.0	40.0	5.0			15.0
1041	hsa-miR-4501		1.0	7.0	1.0		3.0		3.0	5.0	3.0			2.0	77	61	5.0		6.0				1.0		4.0	52.0		2.0	1.0	36.0
1042	hsa-miR-4502	1.0	1.0	2.0	5.0	1.0			6.0	3.0	1.0	1.0		10.0	53	39	7.0			2.0		1.0			5.0	36.0			1.0	33.0
1043	hsa-miR-4503			10.0	3.0				11.0	9.0		1.0			48	79	7.0		7.0	3.0					2.0	13.0	8.0			4.0
1044	hsa-miR-4504	4.0	2.0	5.0	1.0				7.0	9.0	3.0				79	64			3.0				1.0			27.0		1.0		22.0
1045	hsa-miR-4505		1.0	14.0	9.0				11.0	18.0	3.0		2.0	10.0	122	76	8.0		4.0	14.0		3.0	1.0	4.0	10.0	642.0	1.0	1.0		22.0
1046	hsa-miR-4506	1.0		6.0	2.0				4.0	9.0	1.0		5.0		65	71	7.0		5.0	1.0	3.0				1.0	28.0				36.0
1047	hsa-miR-4507		2.0	3.0	4.0				3.0	7.0		4.0	3.0	1.0	67	75	15.0		1.0	3.0					5.0	46.0				35.0
1048	hsa-miR-4508			12.0	2.0					3.0	5.0	1.0	3.0	2.0	106	32	1.0		5.0	7.0	2.0	2.0		6.0	2.0	14.0		1.0		14.0
1049	hsa-miR-4509			23.0	3.0				10.0	4.0	1.0	8.0	2.0	3.0	97	72	4.0	2.0	2.0	14.0	1.0			1.0	3.0	111.0			1.0	21.0
1050	hsa-miR-450a-3p		3.0	3.0	1.0				7.0	13.0	1.0		3.0	10.0	102	49	9.0			14.0			1.0		5.0	27.0			1.0	9.0
1051	hsa-miR-450a-5p		1.0	2.0						12.0		2.0		7.0	35	53			3.0				1.0		1.0	19.0	2.0	2.0		15.0
1052	hsa-miR-450b-3p		1.0	4.0			1.0		6.0	11.0	4.0		7.0		70	69	6.0		5.0	6.0	2.0			2.0	1.0	568.0		3.0	3.0	14.0
1053	hsa-miR-450b-5p	2.0	3.0	7.0					6.0	16.0		2.0	1.0	7.0	75	95	7.0		8.0				2.0		2.0	30.0	2.0	1.0		29.0
1054	hsa-miR-4510	1.0	4.0	5.0	2.0				8.0	4.0		2.0	3.0		128	47	14.0		3.0	12.0			3.0		2.0	16.0		2.0		18.0
1055	hsa-miR-4511		1.0	15.0	4.0				2.0	10.0	6.0		5.0	10.0	103	95	4.0	2.0	19.0	9.0	1.0	1.0	1.0	1.0		44.0		3.0		43.0
1056	hsa-miR-4512		5.0	7.0	3.0	1.0			3.0	11.0	1.0		4.0		91	34			1.0			3.0			4.0	4.0		1.0	5.0	23.0
1057	hsa-miR-4513	2.0	6.0	7.0	1.0				9.0	5.0	2.0		4.0	1.0	53	77	7.0		7.0	6.0				4.0	4.0	38.0		6.0	1.0	24.0
1058	hsa-miR-4514		1.0	8.0					6.0	8.0	3.0	3.0	6.0		108	56	2.0		10.0	3.0		2.0		3.0	6.0	284.0	7.0			21.0
1059	hsa-miR-4515	1.0	2.0	1.0	3.0		4.0		8.0	10.0	2.0			9.0	61	35	2.0		5.0	7.0			1.0	4.0	3.0	38.0		6.0	1.0	12.0
1060	hsa-miR-4516		1.0	11.0	3.0	18.0			6.0	10.0	2.0	4.0	6.0		108	71	4.0		3.0	7.0	4.0				3.0	91.0		1.0		45.0
1061	hsa-miR-4517	3.0		16.0	3.0				17.0	31.0	3.0	1.0	2.0	7.0	130	167	1.0		14.0	2.0	3.0	1.0		2.0	5.0	20.0				30.0
1062	hsa-miR-4518		5.0	6.0	3.0		11.0		6.0	4.0			2.0		111	61	1.0	1.0	5.0	3.0					2.0	57.0		1.0		18.0
1063	hsa-miR-4519	6.0	5.0	18.0	4.0				16.0	10.0	7.0		5.0	9.0	105	62	7.0		3.0		1.0					120.0		4.0		20.0
1064	hsa-miR-451a				2.0					5.0	2.0				26	28	1.0		3.0							4.0		4.0		3.0
1065	hsa-miR-451b		1.0	7.0	2.0				8.0	3.0	5.0		2.0	9.0	55	36	1.0		16.0						3.0	39.0				17.0
1066	hsa-miR-452-3p	2.0	5.0	8.0	3.0		3.0		8.0	23.0			9.0	10.0	96	61	17.0		2.0					4.0	1.0	42.0		2.0		26.0
1067	hsa-miR-452-5p		4.0	6.0	3.0		1.0		11.0	20.0	1.0	1.0		2.0	59	60	10.0		4.0	1.0				3.0		31.0	6.0			24.0
1068	hsa-miR-4520a-3p		6.0	6.0	2.0				2.0	5.0	4.0		6.0		84	29			5.0	5.0		1.0		1.0	1.0	18.0			2.0	25.0
1069	hsa-miR-4520a-5p	1.0	2.0	2.0					3.0	1.0	2.0			1.0	42	36	4.0		1.0							35.0		3.0		14.0
1070	hsa-miR-4520b-3p		6.0	7.0	1.0				3.0	14.0	3.0		5.0		47	50				5.0				1.0	2.0	47.0			2.0	17.0
1071	hsa-miR-4520b-5p	1.0	2.0	2.0					3.0	1.0	2.0			1.0	42	36	4.0		1.0							35.0		3.0		14.0
1072	hsa-miR-4521		4.0	1.0	2.0				4.0	3.0	1.0		1.0		51	31	2.0		1.0	2.0						22.0	1.0		1.0	1.0
1073	hsa-miR-4522		4.0	15.0	2.0			3.0	1.0	14.0	2.0				50	40	6.0		3.0	4.0		1.0	1.0	1.0	1.0	76.0				7.0
1074	hsa-miR-4523		1.0	4.0	1.0				3.0		4.0		2.0		28	22				4.0			4.0		1.0	27.0				5.0
1075	hsa-miR-4524a-3p		6.0	6.0	2.0				4.0	8.0	6.0	1.0	2.0		78	58	9.0		6.0	5.0		1.0			1.0	77.0				12.0
1076	hsa-miR-4524a-5p	6.0	3.0	11.0	5.0				10.0	7.0	7.0		2.0	9.0	83	52	1.0		8.0	4.0	1.0		1.0		2.0	29.0		2.0		19.0
1077	hsa-miR-4524b-3p		7.0	3.0	3.0				5.0	11.0	6.0	1.0	2.0		71	61	8.0		5.0	5.0		1.0		1.0	1.0	70.0				11.0
1078	hsa-miR-4524b-5p	6.0	3.0	11.0	5.0				10.0	7.0	7.0		2.0	9.0	83	52	1.0		8.0	4.0	1.0		1.0		2.0	29.0		2.0		19.0
1079	hsa-miR-4525		1.0	8.0	1.0				10.0	17.0	6.0	4.0	1.0		128	31	10.0	3.0	8.0	5.0	1.0	1.0		1.0	6.0	12.0				6.0
1080	hsa-miR-4526		5.0	2.0	1.0		1.0	1.0	3.0	11.0	1.0	1.0		2.0	87	59	8.0				1.0			3.0		31.0				23.0
1081	hsa-miR-4527		3.0	6.0	1.0				6.0	4.0	6.0		2.0	1.0	44	51	2.0		2.0	1.0	1.0			1.0	2.0	48.0	2.0			21.0
1082	hsa-miR-4528		1.0	3.0					17.0	19.0	9.0		6.0		92	103	2.0		19.0	6.0	1.0				1.0	75.0	4.0	1.0		27.0
1083	hsa-miR-4529-3p		3.0	3.0	3.0				2.0	7.0	1.0		8.0		24	47	2.0			9.0					1.0	8.0				18.0
1084	hsa-miR-4529-5p		4.0	14.0	3.0	1.0			1.0	6.0	2.0		3.0		75	44	2.0		4.0	1.0		2.0		2.0	2.0	30.0		6.0		22.0
1085	hsa-miR-4530		4.0	15.0	4.0				7.0	20.0	7.0	3.0	3.0		155	63	9.0		3.0	4.0	1.0			3.0	3.0	424.0		4.0		22.0
1086	hsa-miR-4531			4.0					3.0	9.0		2.0	2.0	7.0	92	58	2.0		2.0	6.0	2.0				2.0	83.0	2.0			38.0
1087	hsa-miR-4532		1.0	14.0	2.0				4.0	1.0	7.0		1.0	8.0	37	23				5.0		1.0			6.0	28.0		1.0		5.0
1088	hsa-miR-4533		6.0	11.0	4.0		4.0		13.0	4.0	6.0	11.0	6.0		103	58	2.0		6.0	22.0		1.0			5.0	41.0		1.0		20.0
1089	hsa-miR-4534		1.0						6.0	10.0		2.0	3.0	7.0	80	42	2.0		2.0	6.0	3.0	3.0	1.0	6.0	1.0	31.0	2.0	1.0	4.0	7.0
1090	hsa-miR-4535		1.0	4.0	1.0				9.0	6.0	1.0		1.0		67	70	1.0							1.0	2.0	1.0			8.0	6.0
1091	hsa-miR-4536-3p		1.0	1.0	4.0				4.0	3.0			1.0		52	51	4.0		1.0		1.0	2.0		8.0	7.0	21.0		1.0		33.0
1092	hsa-miR-4536-5p		1.0	4.0	3.0				1.0	6.0			2.0		37	42	4.0		3.0	1.0		2.0		1.0	1.0	31.0				22.0
1093	hsa-miR-4537		3.0	5.0	4.0				1.0		1.0			8.0	48	29	2.0				1.0	3.0	1.0		1.0	119.0	5.0		3.0	13.0
1094	hsa-miR-4538		3.0	3.0	4.0	3.0			6.0	1.0	3.0				63	31	1.0		1.0	6.0			1.0			19.0				24.0
1095	hsa-miR-4539		1.0	5.0	5.0				13.0	7.0	1.0		5.0		72	46	3.0		5.0	3.0					2.0	52.0				9.0
1096	hsa-miR-454-3p				2.0				8.0	7.0	2.0			5.0	59	66	2.0		2.0	1.0		1.0			1.0	107.0		2.0		18.0
1097	hsa-miR-454-5p			12.0	1.0					11.0	5.0		2.0	1.0	43	39	1.0		3.0	3.0	1.0					5.0				4.0
1098	hsa-miR-4540		1.0		2.0	6.0			2.0	7.0	2.0	2.0	1.0		53	15	6.0			11.0	1.0			2.0	2.0	46.0		1.0	1.0	10.0
1099	hsa-miR-455-3p		2.0	4.0					14.0		2.0			2.0	48	44	6.0		1.0	14.0			1.0	2.0	1.0	9.0			1.0	10.0
1100	hsa-miR-455-5p		1.0	7.0			1.0		1.0	6.0	2.0	1.0		5.0	83	59	6.0		6.0						5.0	50.0		3.0		34.0
1101	hsa-miR-4632	1.0		1.0	4.0			1.0		6.0					53	9	2.0		6.0	4.0						33.0			1.0	13.0
1102	hsa-miR-4633-3p	1.0	3.0	10.0				1.0	7.0	9.0	1.0			2.0	49	39	3.0		3.0	5.0	1.0			1.0		10.0		1.0		15.0
1103	hsa-miR-4633-5p	3.0		3.0	4.0					16.0	1.0		2.0	12.0	77	46	8.0						1.0	2.0		82.0		5.0	1.0	13.0
1104	hsa-miR-4634			4.0					3.0	2.0	8.0				39	2						1.0				5.0				18.0
1105	hsa-miR-4635			8.0	11.0	6.0			12.0	7.0	2.0		1.0	1.0	58	44	3.0		4.0	3.0				2.0	2.0	57.0	4.0	2.0		11.0
1106	hsa-miR-4636		2.0	1.0					1.0	1.0					20	14	1.0									23.0				24.0
1107	hsa-miR-4637		4.0	7.0					11.0	12.0		5.0		1.0	49	70	9.0	2.0	4.0							103.0				
1108	hsa-miR-4638-3p		9.0	3.0	2.0				11.0	11.0	1.0		2.0		91	36	1.0		4.0	7.0				1.0	3.0	45.0			2.0	27.0
1109	hsa-miR-4638-5p								7.0	2.0		1.0	2.0		21	6	1.0		1.0	1.0						80.0	1.0			22.0
1110	hsa-miR-4639-3p		4.0	9.0	4.0	3.0	2.0		1.0	13.0			1.0		40	80	4.0		4.0				1.0		5.0	71.0	1.0	5.0		12.0
1111	hsa-miR-4639-5p		1.0	2.0	4.0				8.0		1.0				53	25	1.0		1.0						1.0	23.0	1.0			2.0
1112	hsa-miR-4640-3p			14.0			2.0		1.0	7.0	2.0		6.0		127	41	11.0	2.0	5.0	8.0				3.0	10.0	21.0		1.0	9.0	2.0
1113	hsa-miR-4640-5p		2.0	10.0	2.0				4.0	13.0	3.0		3.0		123	29	25.0		8.0				1.0		2.0	88.0	1.0	7.0	8.0	31.0
1114	hsa-miR-4641			10.0	1.0				16.0	8.0	4.0			9.0	83	76	3.0		4.0	3.0				3.0	1.0	58.0				21.0
1115	hsa-miR-4642		3.0	3.0					12.0	2.0	2.0		3.0		57	66	6.0		1.0		2.0				1.0	39.0		5.0		37.0
1116	hsa-miR-4643		3.0	14.0	2.0			2.0	6.0	19.0	2.0		1.0	2.0	119	80	9.0		10.0	4.0	1.0		1.0	1.0	6.0	43.0	4.0	6.0	1.0	29.0
1117	hsa-miR-4644		4.0	6.0	1.0				7.0	6.0	2.0	3.0	11.0	7.0	90	52	7.0		3.0	14.0	2.0				3.0	34.0				41.0
1118	hsa-miR-4645-3p		5.0	3.0	1.0				14.0	16.0	10.0	1.0	2.0		109	77	5.0		7.0	1.0					1.0	52.0				20.0
1119	hsa-miR-4645-5p		1.0	17.0					7.0	8.0	2.0	3.0	3.0	2.0	115	59	3.0	1.0	7.0			4.0	2.0	2.0	5.0	249.0				26.0
1120	hsa-miR-4646-3p			12.0	3.0				19.0	9.0	1.0		2.0		45	67	1.0		3.0	1.0	2.0		1.0			17.0	8.0			26.0
1121	hsa-miR-4646-5p	2.0		7.0	3.0				4.0	7.0	2.0	1.0	14.0	4.0	159	89	6.0		7.0	14.0	1.0			4.0	1.0	458.0		1.0	1.0	20.0
1122	hsa-miR-4647		4.0		9.0			3.0	19.0	12.0	2.0	4.0	3.0		60	87	10.0		4.0	2.0				13.0	7.0	48.0		2.0	1.0	20.0
